mode,time_bin_s,ue,alloc_rbg,total_alloc_rbg,share_pct,share_pct_smooth
IA-FMR,12.450000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.450000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.450000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.450000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.450000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.450000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.450000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.450000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.450000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.55,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,12.55,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,12.55,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,12.55,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,12.55,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,12.55,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,12.55,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,12.55,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,12.55,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,12.65,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.65,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.65,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.65,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.65,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.65,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.65,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.65,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.65,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.75,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,12.75,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,12.75,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,12.75,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,12.75,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,12.75,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,12.75,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,12.75,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,12.75,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,12.850000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.850000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.850000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.850000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.850000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.850000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.850000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.850000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.850000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.950000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.950000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.950000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.950000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.950000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,12.950000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,12.950000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.950000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,12.950000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.05,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.05,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.05,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.05,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.05,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.05,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.05,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.05,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.05,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.15,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,13.15,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.15,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.15,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,13.15,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,13.15,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.15,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,13.15,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,13.15,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.25,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,13.25,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.25,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.25,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,13.25,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,13.25,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.25,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,13.25,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,13.25,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.350000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.350000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.350000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.350000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.350000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.350000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.350000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.350000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.350000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.450000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.450000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.450000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.450000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.450000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.450000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.450000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.450000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.450000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.55,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.55,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.55,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.55,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.55,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.55,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.55,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.55,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.55,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.65,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,13.65,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.65,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.65,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,13.65,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,13.65,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.65,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,13.65,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,13.65,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,13.75,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,13.75,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.75,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.75,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,13.75,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,13.75,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.75,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,13.75,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,13.75,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,13.850000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.850000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.850000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.850000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.850000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.850000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.850000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.850000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.850000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.950000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.950000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.950000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.950000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.950000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,13.950000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,13.950000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.950000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,13.950000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.05,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.05,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.05,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.05,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.05,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.05,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.05,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.05,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.05,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.15,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,14.15,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.15,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.15,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,14.15,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,14.15,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.15,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,14.15,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,14.15,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.25,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,14.25,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.25,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.25,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,14.25,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,14.25,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.25,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,14.25,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,14.25,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.350000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.350000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.350000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.350000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.350000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.350000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.350000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.350000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.350000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.450000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.450000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.450000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.450000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.450000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.450000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.450000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.450000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.450000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.55,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.55,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.55,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.55,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.55,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.55,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.55,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.55,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.55,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.65,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,14.65,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.65,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.65,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,14.65,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,14.65,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.65,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,14.65,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,14.65,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,14.75,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,14.75,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.75,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.75,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,14.75,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,14.75,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.75,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,14.75,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,14.75,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,14.850000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.850000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.850000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.850000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.850000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.850000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.850000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.850000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.850000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.950000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.950000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.950000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.950000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.950000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,14.950000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,14.950000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.950000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,14.950000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.05,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.05,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.05,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.05,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.05,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.05,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.05,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.05,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.05,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.15,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,15.15,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.15,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.15,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,15.15,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,15.15,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.15,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,15.15,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,15.15,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.25,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,15.25,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.25,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.25,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,15.25,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,15.25,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.25,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,15.25,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,15.25,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.350000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.350000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.350000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.350000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.350000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.350000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.350000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.350000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.350000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.450000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.450000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.450000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.450000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.450000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.450000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.450000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.450000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.450000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.55,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.55,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.55,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.55,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.55,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.55,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.55,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.55,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.55,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.65,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,15.65,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.65,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.65,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,15.65,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,15.65,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.65,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,15.65,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,15.65,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,15.75,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,15.75,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.75,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.75,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,15.75,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,15.75,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.75,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,15.75,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,15.75,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,15.850000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.850000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.850000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.850000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.850000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.850000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.850000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.850000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.850000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.950000000000001,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.950000000000001,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.950000000000001,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.950000000000001,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.950000000000001,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,15.950000000000001,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,15.950000000000001,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.950000000000001,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,15.950000000000001,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.05,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,16.05,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.05,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.05,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,16.05,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,16.05,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.05,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,16.05,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,16.05,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.150000000000002,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.150000000000002,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.150000000000002,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.150000000000002,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.150000000000002,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.150000000000002,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.150000000000002,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,16.150000000000002,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,16.150000000000002,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.25,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,16.25,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.25,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.25,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,16.25,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,16.25,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.25,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,16.25,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,16.25,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.35,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.35,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.35,3,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.35,4,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.35,5,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.35,6,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.35,7,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,16.35,8,2093,17066,12.264150943396226,12.264150943396226
IA-FMR,16.35,9,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.45,1,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,16.45,2,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.45,3,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.45,4,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,16.45,5,1908,16854,11.320754716981131,11.320754716981131
IA-FMR,16.45,6,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.45,7,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,16.45,8,2067,16854,12.264150943396226,12.264150943396226
IA-FMR,16.45,9,1749,16854,10.377358490566039,10.377358490566039
IA-FMR,16.55,1,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,16.55,2,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.55,3,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.55,4,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,16.55,5,1920,16960,11.320754716981131,11.320754716981131
IA-FMR,16.55,6,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.55,7,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,16.55,8,2080,16960,12.264150943396226,12.264150943396226
IA-FMR,16.55,9,1760,16960,10.377358490566039,10.377358490566039
IA-FMR,16.650000000000002,1,1932,17066,11.320754716981131,11.320754716981131
IA-FMR,16.650000000000002,2,1771,17066,10.377358490566039,10.377358490566039
IA-FMR,16.650000000000002,3,1771,17066,10.377358490566039,10.377358490566039
