ues,served_mean,served_ci95,pending_pct_mean,pending_pct_ci95,p5_mean,p5_ci95,seeds,source_metrics,source_slotlogs
3,2.9599027564216738,0.006395161676885873,0.0,0.0,8.476781899999999,1.6070399999990735e-05,100,/home/diegolopes/ns3-fmr/compare_runs/expB_alpha_full_fmr_40mhz_100seeds_30s_ues357_fixedmob/tables/metrics_long.csv,/home/diegolopes/ns3-fmr/compare_runs/expB_alpha_full_fmr_40mhz_100seeds_30s_ues357_fixedmob/seed_<seed>/dynamic_continuous_30s_ue<N>/bw40/fmr_rl/slot_log_fmr_rl.csv
5,4.972205165380398,0.005553409615289315,0.0,0.0,6.448823725000002,0.20144779677369656,100,/home/diegolopes/ns3-fmr/compare_runs/expB_alpha_full_fmr_40mhz_100seeds_30s_ues357_fixedmob/tables/metrics_long.csv,/home/diegolopes/ns3-fmr/compare_runs/expB_alpha_full_fmr_40mhz_100seeds_30s_ues357_fixedmob/seed_<seed>/dynamic_continuous_30s_ue<N>/bw40/fmr_rl/slot_log_fmr_rl.csv
7,6.9372339716055045,0.010237208573503758,0.0,0.0,2.465775313,0.20287829499355142,100,/home/diegolopes/ns3-fmr/compare_runs/expB_alpha_full_fmr_40mhz_100seeds_30s_ues357_fixedmob/tables/metrics_long.csv,/home/diegolopes/ns3-fmr/compare_runs/expB_alpha_full_fmr_40mhz_100seeds_30s_ues357_fixedmob/seed_<seed>/dynamic_continuous_30s_ue<N>/bw40/fmr_rl/slot_log_fmr_rl.csv
9,9.0,0.0,0.0,0.0,1.2254073225,0.0882473992566324,100,/home/diegolopes/ns3-fmr/compare_runs/ch5_alpha_full_final/merged_tables/e1_summary_by_bw_alpha_full.csv,E1 final consolidado já corrigido
