mode,time_bin_s,served_ues,served_ues_smooth
PF,7.8500000000000005,5.616666666666666,5.357588239233809
PF,7.95,5.126984126984127,5.365769776745387
PF,8.05,5.353658536585366,5.076880887856498
PF,8.15,4.75,5.076219512195123
PF,8.25,5.125,4.92457805907173
PF,8.35,4.89873417721519,4.957523795505838
PF,8.450000000000001,4.848837209302325,4.948465824491346
PF,8.55,5.0978260869565215,4.955554432086282
PF,8.65,4.92,4.986562184024267
PF,8.75,4.941860465116279,5.00214625945643
PF,8.85,5.144578313253012,5.070011427995756
PF,8.950000000000001,5.123595505617978,4.997816181381904
PF,9.05,4.725274725274725,4.94221600289016
PF,9.15,4.977777777777778,4.877207977207977
PF,9.25,4.928571428571429,4.882872415862106
PF,9.35,4.742268041237113,5.1759941089838
PF,9.450000000000001,5.857142857142857,5.661342094331785
PF,9.55,6.384615384615385,5.7884050106272324
PF,9.65,5.1234567901234565,5.59189260284722
PF,9.75,5.267605633802817,5.017020807975425
PF,9.850000000000001,4.66,4.959608381999313
PF,9.950000000000001,4.951219512195122,4.816239837398374
PF,10.05,4.8375,4.969866211024748
PF,10.15,5.1208791208791204,5.050228937728938
PF,10.25,5.1923076923076925,5.08478776125835
PF,10.350000000000001,4.9411764705882355,5.149757878860046
PF,10.450000000000001,5.315789473684211,5.007877536979705
PF,10.55,4.766666666666667,4.991643086210149
PF,10.65,4.89247311827957,4.865546594982079
PF,10.75,4.9375,5.037074372759857
PF,10.850000000000001,5.28125,5.0330615942028984
PF,10.950000000000001,4.880434782608695,5.0499266735679775
PF,11.05,4.988095238095238,5.1228433402346445
PF,11.15,5.5,5.344920634920634
PF,11.25,5.546666666666667,5.3389878987898785
PF,11.350000000000001,4.97029702970297,5.055299955527468
PF,11.450000000000001,4.648936170212766,4.942341802569314
PF,11.55,5.207792207792208,4.941933514317809
PF,11.65,4.969072164948454,5.181761808457413
PF,11.75,5.368421052631579,5.006437133132739
PF,11.850000000000001,4.681818181818182,5.449038078149921
PF,11.950000000000001,6.296875,5.401988636363637
PF,12.05,5.2272727272727275,5.601382575757576
PF,12.15,5.28,5.398528138528138
PF,12.25,5.688311688311688,5.346299974535268
PF,12.350000000000001,5.070588235294117,5.2316900454572535
PF,12.450000000000001,4.9361702127659575,5.060811374578583
PF,12.55,5.175675675675675,4.85643089898409
PF,12.65,4.457446808510638,4.9488186058398815
PF,12.75,5.213333333333333,5.208208765230041
PF,12.850000000000001,5.953846153846154,5.5354012924744636
PF,12.950000000000001,5.439024390243903,5.377168969242139
PF,13.05,4.738636363636363,4.992553584626755
PF,13.15,4.8,5.041767676767677
PF,13.25,5.586666666666667,5.394320987654321
PF,13.350000000000001,5.796296296296297,5.51789822342668
PF,13.450000000000001,5.170731707317073,5.515524486052942
PF,13.55,5.579545454545454,5.348683936583284
PF,13.65,5.295774647887324,5.429454526897882
PF,13.75,5.413043478260869,5.118848466291822
PF,13.850000000000001,4.6477272727272725,5.050958671382012
PF,13.950000000000001,5.092105263157895,5.091572085605134
PF,14.05,5.534883720930233,5.171543144508777
PF,14.15,4.887640449438202,5.121684302000207
PF,14.25,4.942528735632184,5.058945283912351
PF,14.350000000000001,5.346666666666667,5.160068879417969
PF,14.450000000000001,5.191011235955056,5.148922937237544
PF,14.55,4.909090909090909,4.9863588346734415
PF,14.65,4.858974358974359,5.116104060548505
PF,14.75,5.580246913580247,5.107446051890496
PF,14.850000000000001,4.883116883116883,5.273176060086258
PF,14.950000000000001,5.3561643835616435,5.0410007323036945
PF,15.05,4.883720930232558,5.2368245163627725
PF,15.15,5.470588235294118,5.135419072491576
PF,15.25,5.0519480519480515,5.473613790662644
PF,15.350000000000001,5.898305084745763,5.813047341860901
PF,15.450000000000001,6.488888888888889,5.945489778651164
PF,15.55,5.449275362318841,5.805918695980808
PF,15.65,5.479591836734694,5.222080312142424
PF,15.75,4.737373737373737,5.0973218580361435
PF,15.850000000000001,5.075,4.789691589433857
PF,15.950000000000001,4.556701030927835,4.833900343642612
PF,16.05,4.87,5.073450608192876
PF,16.150000000000002,5.7936507936507935,5.328054538054538
PF,16.25,5.32051282051282,5.546601546601546
PF,16.35,5.5256410256410255,5.240899018676797
PF,16.45,4.8765432098765435,5.15390268168046
PF,16.55,5.059523809523809,5.034966062743841
PF,16.650000000000002,5.1688311688311686,5.049603174603175
PF,16.75,4.920454545454546,5.07900432900433
PF,16.85,5.1477272727272725,4.949556541019956
PF,16.95,4.780487804878049,4.9322120434123
PF,17.05,4.868421052631579,4.8796362858365425
PF,17.150000000000002,4.99,4.927165991902834
PF,17.25,4.923076923076923,5.1682087396171905
PF,17.35,5.591549295774648,5.183306778832876
PF,17.45,5.035294117647059,5.266419068841718
PF,17.55,5.172413793103448,5.093332355792338
PF,17.650000000000002,5.072289156626506,4.964143407485742
PF,17.75,4.6477272727272725,5.00000547645126
PF,17.85,5.28,4.928290043290043
PF,17.95,4.857142857142857,5.160940623162845
PF,18.05,5.345679012345679,5.108759553203996
PF,18.150000000000002,5.1234567901234565,5.276036720481165
PF,18.25,5.358974358974359,5.0992161801340545
PF,18.35,4.815217391304348,4.835841694537346
PF,18.45,4.333333333333333,4.708607817303469
PF,18.55,4.9772727272727275,4.71842208492694
PF,18.650000000000002,4.844660194174757,5.0749035664084206
PF,18.75,5.402777777777778,5.015812657317512
PF,18.85,4.8,4.97739651416122
PF,18.95,4.729411764705882,4.757667169431875
PF,19.05,4.743589743589744,4.768778280542986
PF,19.150000000000002,4.833333333333333,4.999819429396894
PF,19.25,5.422535211267606,5.12152139892495
PF,19.35,5.108695652173913,5.191569708103695
PF,19.450000000000003,5.043478260869565,5.268317230273753
PF,19.55,5.652777777777778,5.239837284200277
PF,19.650000000000002,5.023255813953488,5.3551690919805965
PF,19.75,5.389473684210526,5.2328145946261
PF,19.85,5.285714285714286,5.42061821219716
PF,19.950000000000003,5.586666666666667,5.275467980295566
PF,20.05,4.954022988505747,5.187174329501915
PF,20.150000000000002,5.020833333333333,5.126639870992774
PF,20.25,5.405063291139241,5.336770736296053
PF,20.35,5.584415584415584,5.298715180740497
PF,20.450000000000003,4.906666666666666,5.252841370515789
PF,20.55,5.267441860465116,5.1846184541916065
PF,20.650000000000002,5.379746835443038,5.406205755778909
PF,20.75,5.571428571428571,5.228935863593218
PF,20.85,4.735632183908046,5.182522361483514
PF,20.950000000000003,5.2405063291139244,5.107601726562879
PF,21.05,5.346666666666667,5.26239099859353
PF,21.150000000000002,5.2,5.291597222222222
PF,21.25,5.328125,5.451403985507246
PF,21.35,5.826086956521739,5.4253877253446445
PF,21.450000000000003,5.121951219512195,5.4342922952371175
PF,21.55,5.354838709677419,5.006152198618761
PF,21.650000000000002,4.541666666666667,5.060739887352791
PF,21.75,5.285714285714286,5.015989729225023
PF,21.85,5.220588235294118,5.195434173669468
PF,21.950000000000003,5.08,5.187317290552585
PF,22.05,5.261363636363637,5.181888237210818
PF,22.150000000000002,5.204301075268817,5.030723578576279
PF,22.25,4.626506024096385,4.923994523317813
PF,22.35,4.9411764705882355,4.859557168557878
PF,22.450000000000003,5.010989010989011,5.103620377917053
PF,22.55,5.358695652173913,5.217124934669331
PF,22.650000000000002,5.28169014084507,5.385875724109776
PF,22.75,5.517241379310345,5.239374479782445
PF,22.85,4.91919191919192,5.215436613904047
PF,22.950000000000003,5.209876543209877,5.087798940203584
PF,23.05,5.134328358208955,5.093682335560662
PF,23.150000000000002,4.936842105263158,5.182638216506208
PF,23.25,5.476744186046512,5.152843370511463
PF,23.35,5.044943820224719,5.177559005753413
PF,23.450000000000003,5.010989010989011,5.023030241983524
PF,23.55,5.0131578947368425,5.105875055531807
PF,23.650000000000002,5.293478260869565,5.383693533350285
PF,23.75,5.844444444444444,5.414601686085061
PF,23.85,5.105882352941176,5.4717051765933284
PF,23.950000000000003,5.464788732394366,5.316349821237973
PF,24.05,5.378378378378378,5.422469845005057
PF,24.150000000000002,5.424242424242424,5.183397872718261
PF,24.25,4.747572815533981,5.047467825023507
PF,24.35,4.970588235294118,5.000070777626459
PF,24.450000000000003,5.282051282051282,5.1562852445205385
PF,24.55,5.216216216216216,5.125348425348425
PF,24.650000000000002,4.877777777777778,5.334361634361635
PF,24.75,5.909090909090909,5.4168789342702395
PF,24.85,5.463768115942029,5.699165568730787
PF,24.950000000000003,5.72463768115942,5.4479871175523344
PF,25.05,5.155555555555556,5.3011496835561545
PF,25.150000000000002,5.023255813953488,5.056236786469345
PF,25.25,4.98989898989899,4.99625485331668
PF,25.35,4.975609756097561,5.1973918042210725
PF,25.450000000000003,5.626666666666667,5.2657994579945795
PF,25.55,5.195121951219512,5.327569386038689
PF,25.650000000000002,5.160919540229885,5.100365478834781
PF,25.75,4.945054945054945,4.962064755168203
PF,25.85,4.78021978021978,5.0724460724460725
PF,25.950000000000003,5.492063492063492,5.108682237714496
PF,26.05,5.053763440860215,5.37305342208568
PF,26.150000000000002,5.573333333333333,5.209032258064516
PF,26.25,5.0,5.087407407407408
PF,26.35,4.688888888888889,4.821296296296296
PF,26.450000000000003,4.775,4.7899237472766885
PF,26.55,4.905882352941177,4.907232893157263
PF,26.650000000000002,5.040816326530612,4.906475317399687
PF,26.75,4.7727272727272725,5.048958977530405
PF,26.85,5.333333333333333,5.049537932516656
PF,26.950000000000003,5.042553191489362,5.096310001027855
PF,27.05,4.913043478260869,5.202370607088461
PF,27.150000000000002,5.651515151515151,5.352569771569176
PF,27.25,5.493150684931507,5.4499313471916215
PF,27.35,5.205128205128205,5.360666606764089
PF,27.450000000000003,5.383720930232558,5.08635396710607
PF,27.55,4.670212765957447,5.025070097311562
PF,27.650000000000002,5.0212765957446805,5.10481339379142
PF,27.75,5.622950819672131,5.130531945489814
PF,27.85,4.747368421052632,5.196699820168328
PF,27.950000000000003,5.21978021978022,4.9727096776632385
PF,28.05,4.950980392156863,4.912139059197883
PF,28.150000000000002,4.565656565656566,4.798380543570208
PF,28.25,4.878504672897196,4.894889189222562
PF,28.35,5.2405063291139244,5.2063370006703735
PF,28.450000000000003,5.5,5.234640321086755
PF,28.55,4.963414634146342,5.054069938289744
PF,28.650000000000002,4.698795180722891,5.0103806179013946
PF,28.75,5.368932038834951,5.152878770155644
PF,28.85,5.390909090909091,5.351319592267622
PF,28.950000000000003,5.294117647058823,5.258993586985473
PF,29.05,5.091954022988506,5.181322135629812
PF,29.150000000000002,5.157894736842105,5.0350901488592
PF,29.25,4.855421686746988,5.282919820521259
PF,29.35,5.8354430379746836,5.222256113059834
PF,29.450000000000003,4.975903614457831,5.537938596078328
PF,29.55,5.802469135802469,5.614720741314837
PF,29.650000000000002,6.065789473684211,5.802240049316072
PF,29.75,5.538461538461538,5.755680569940057
PF,29.85,5.662790697674419,5.517300528928435
PF,29.950000000000003,5.35064935064935,5.386006120525594
PF,30.05,5.144578313253012,5.101102823994389
PF,30.150000000000002,4.808080808080808,5.086260523437804
PF,30.25,5.3061224489795915,5.3132615508030785
PF,30.35,5.825581395348837,5.565851922164214
RR,0.45,9.0,9.0
RR,0.55,9.0,9.0
RR,0.65,9.0,9.0
RR,0.75,9.0,9.0
RR,0.8500000000000001,9.0,9.0
RR,0.9500000000000001,9.0,9.0
RR,1.05,9.0,9.0
RR,1.1500000000000001,9.0,9.0
RR,1.25,9.0,9.0
RR,1.35,9.0,9.0
RR,1.4500000000000002,9.0,9.0
RR,1.55,9.0,9.0
RR,1.6500000000000001,9.0,9.0
RR,1.75,9.0,9.0
RR,1.85,9.0,9.0
RR,1.9500000000000002,9.0,9.0
RR,2.0500000000000003,9.0,9.0
RR,2.15,9.0,9.0
RR,2.25,9.0,9.0
RR,2.35,9.0,9.0
RR,2.45,9.0,9.0
RR,2.5500000000000003,9.0,9.0
RR,2.6500000000000004,9.0,9.0
RR,2.75,9.0,9.0
RR,2.85,9.0,9.0
RR,2.95,9.0,9.0
RR,3.0500000000000003,9.0,9.0
RR,3.1500000000000004,9.0,9.0
RR,3.25,9.0,9.0
RR,3.35,9.0,9.0
RR,3.45,9.0,9.0
RR,3.5500000000000003,9.0,9.0
RR,3.6500000000000004,9.0,9.0
RR,3.75,9.0,9.0
RR,3.85,9.0,9.0
RR,3.95,9.0,9.0
RR,4.05,9.0,9.0
RR,4.15,9.0,9.0
RR,4.25,9.0,9.0
RR,4.3500000000000005,9.0,9.0
RR,4.45,9.0,9.0
RR,4.55,9.0,9.0
RR,4.65,9.0,9.0
RR,4.75,9.0,9.0
RR,4.8500000000000005,9.0,9.0
RR,4.95,9.0,9.0
RR,5.050000000000001,9.0,9.0
RR,5.15,9.0,9.0
RR,5.25,9.0,9.0
RR,5.3500000000000005,9.0,9.0
RR,5.45,9.0,9.0
RR,5.550000000000001,9.0,9.0
RR,5.65,9.0,9.0
RR,5.75,9.0,9.0
RR,5.8500000000000005,9.0,9.0
RR,5.95,9.0,9.0
RR,6.050000000000001,9.0,9.0
RR,6.15,9.0,9.0
RR,6.25,9.0,9.0
RR,6.3500000000000005,9.0,9.0
RR,6.45,9.0,9.0
RR,6.550000000000001,9.0,9.0
RR,6.65,9.0,9.0
RR,6.75,9.0,9.0
RR,6.8500000000000005,9.0,9.0
RR,6.95,9.0,9.0
RR,7.050000000000001,9.0,9.0
RR,7.15,9.0,9.0
RR,7.25,9.0,9.0
RR,7.3500000000000005,9.0,9.0
RR,7.45,9.0,9.0
RR,7.550000000000001,9.0,9.0
RR,7.65,9.0,9.0
RR,7.75,9.0,9.0
RR,7.8500000000000005,9.0,9.0
RR,7.95,9.0,9.0
RR,8.05,9.0,9.0
RR,8.15,9.0,9.0
RR,8.25,9.0,9.0
RR,8.35,9.0,9.0
RR,8.450000000000001,9.0,9.0
RR,8.55,9.0,9.0
RR,8.65,9.0,9.0
RR,8.75,9.0,9.0
RR,8.85,9.0,9.0
RR,8.950000000000001,9.0,9.0
RR,9.05,9.0,9.0
RR,9.15,9.0,9.0
RR,9.25,9.0,9.0
RR,9.35,9.0,9.0
RR,9.450000000000001,9.0,9.0
RR,9.55,9.0,9.0
RR,9.65,9.0,9.0
RR,9.75,9.0,9.0
RR,9.850000000000001,9.0,9.0
RR,9.950000000000001,9.0,9.0
RR,10.05,9.0,9.0
RR,10.15,9.0,9.0
RR,10.25,9.0,9.0
RR,10.350000000000001,9.0,9.0
RR,10.450000000000001,9.0,9.0
RR,10.55,9.0,9.0
RR,10.65,9.0,9.0
RR,10.75,9.0,9.0
RR,10.850000000000001,9.0,9.0
RR,10.950000000000001,9.0,9.0
RR,11.05,9.0,9.0
RR,11.15,9.0,9.0
RR,11.25,9.0,9.0
RR,11.350000000000001,9.0,9.0
RR,11.450000000000001,9.0,9.0
RR,11.55,9.0,9.0
RR,11.65,9.0,9.0
RR,11.75,9.0,9.0
RR,11.850000000000001,9.0,9.0
RR,11.950000000000001,9.0,9.0
RR,12.05,9.0,9.0
RR,12.15,9.0,9.0
RR,12.25,9.0,9.0
RR,12.350000000000001,9.0,9.0
RR,12.450000000000001,9.0,9.0
RR,12.55,9.0,9.0
RR,12.65,9.0,9.0
RR,12.75,9.0,9.0
RR,12.850000000000001,9.0,9.0
RR,12.950000000000001,9.0,9.0
RR,13.05,9.0,9.0
RR,13.15,9.0,9.0
RR,13.25,9.0,9.0
RR,13.350000000000001,9.0,9.0
RR,13.450000000000001,9.0,9.0
RR,13.55,9.0,9.0
RR,13.65,9.0,9.0
RR,13.75,9.0,9.0
RR,13.850000000000001,9.0,9.0
RR,13.950000000000001,9.0,9.0
RR,14.05,9.0,9.0
RR,14.15,9.0,9.0
RR,14.25,9.0,9.0
RR,14.350000000000001,9.0,9.0
RR,14.450000000000001,9.0,9.0
RR,14.55,9.0,9.0
RR,14.65,9.0,9.0
RR,14.75,9.0,9.0
RR,14.850000000000001,9.0,9.0
RR,14.950000000000001,9.0,9.0
RR,15.05,9.0,9.0
RR,15.15,9.0,9.0
RR,15.25,9.0,9.0
RR,15.350000000000001,9.0,9.0
RR,15.450000000000001,9.0,9.0
RR,15.55,9.0,9.0
RR,15.65,9.0,9.0
RR,15.75,9.0,9.0
RR,15.850000000000001,9.0,9.0
RR,15.950000000000001,9.0,9.0
RR,16.05,9.0,9.0
RR,16.150000000000002,9.0,9.0
RR,16.25,9.0,9.0
RR,16.35,9.0,9.0
RR,16.45,9.0,9.0
RR,16.55,9.0,9.0
RR,16.650000000000002,9.0,9.0
RR,16.75,9.0,9.0
RR,16.85,9.0,9.0
RR,16.95,9.0,9.0
RR,17.05,9.0,9.0
RR,17.150000000000002,9.0,9.0
RR,17.25,9.0,9.0
RR,17.35,9.0,9.0
RR,17.45,9.0,9.0
RR,17.55,9.0,9.0
RR,17.650000000000002,9.0,9.0
RR,17.75,9.0,9.0
RR,17.85,9.0,9.0
RR,17.95,9.0,9.0
RR,18.05,9.0,9.0
RR,18.150000000000002,9.0,9.0
RR,18.25,9.0,9.0
RR,18.35,9.0,9.0
RR,18.45,9.0,9.0
RR,18.55,9.0,9.0
RR,18.650000000000002,9.0,9.0
RR,18.75,9.0,9.0
RR,18.85,9.0,9.0
RR,18.95,9.0,9.0
RR,19.05,9.0,9.0
RR,19.150000000000002,9.0,9.0
RR,19.25,9.0,9.0
RR,19.35,9.0,9.0
RR,19.450000000000003,9.0,9.0
RR,19.55,9.0,9.0
RR,19.650000000000002,9.0,9.0
RR,19.75,9.0,9.0
RR,19.85,9.0,9.0
RR,19.950000000000003,9.0,9.0
RR,20.05,9.0,9.0
RR,20.150000000000002,9.0,9.0
RR,20.25,9.0,9.0
RR,20.35,9.0,9.0
RR,20.450000000000003,9.0,9.0
RR,20.55,9.0,9.0
RR,20.650000000000002,9.0,9.0
RR,20.75,9.0,9.0
RR,20.85,9.0,9.0
RR,20.950000000000003,9.0,9.0
RR,21.05,9.0,9.0
RR,21.150000000000002,9.0,9.0
RR,21.25,9.0,9.0
RR,21.35,9.0,9.0
RR,21.450000000000003,9.0,9.0
RR,21.55,9.0,9.0
RR,21.650000000000002,9.0,9.0
RR,21.75,9.0,9.0
RR,21.85,9.0,9.0
RR,21.950000000000003,9.0,9.0
RR,22.05,9.0,9.0
RR,22.150000000000002,9.0,9.0
RR,22.25,9.0,9.0
RR,22.35,9.0,9.0
RR,22.450000000000003,9.0,9.0
RR,22.55,9.0,9.0
RR,22.650000000000002,9.0,9.0
RR,22.75,9.0,9.0
RR,22.85,9.0,9.0
RR,22.950000000000003,9.0,9.0
RR,23.05,9.0,9.0
RR,23.150000000000002,9.0,9.0
RR,23.25,9.0,9.0
RR,23.35,9.0,9.0
RR,23.450000000000003,9.0,9.0
RR,23.55,9.0,9.0
RR,23.650000000000002,9.0,9.0
RR,23.75,9.0,9.0
RR,23.85,9.0,9.0
RR,23.950000000000003,9.0,9.0
RR,24.05,9.0,9.0
RR,24.150000000000002,9.0,9.0
RR,24.25,9.0,9.0
RR,24.35,9.0,9.0
RR,24.450000000000003,9.0,9.0
RR,24.55,9.0,9.0
RR,24.650000000000002,9.0,9.0
RR,24.75,9.0,9.0
RR,24.85,9.0,9.0
RR,24.950000000000003,9.0,9.0
RR,25.05,9.0,9.0
RR,25.150000000000002,9.0,9.0
RR,25.25,9.0,9.0
RR,25.35,9.0,9.0
RR,25.450000000000003,9.0,9.0
RR,25.55,9.0,9.0
RR,25.650000000000002,9.0,9.0
RR,25.75,9.0,9.0
RR,25.85,9.0,9.0
RR,25.950000000000003,9.0,9.0
RR,26.05,9.0,9.0
RR,26.150000000000002,9.0,9.0
RR,26.25,9.0,9.0
RR,26.35,9.0,9.0
RR,26.450000000000003,9.0,9.0
RR,26.55,9.0,9.0
RR,26.650000000000002,9.0,9.0
RR,26.75,9.0,9.0
RR,26.85,9.0,9.0
RR,26.950000000000003,9.0,9.0
RR,27.05,9.0,9.0
RR,27.150000000000002,9.0,9.0
RR,27.25,9.0,9.0
RR,27.35,9.0,9.0
RR,27.450000000000003,9.0,9.0
RR,27.55,9.0,9.0
RR,27.650000000000002,9.0,9.0
RR,27.75,9.0,9.0
RR,27.85,9.0,9.0
RR,27.950000000000003,9.0,9.0
RR,28.05,9.0,9.0
RR,28.150000000000002,9.0,9.0
RR,28.25,9.0,9.0
RR,28.35,9.0,9.0
RR,28.450000000000003,9.0,9.0
RR,28.55,9.0,9.0
RR,28.650000000000002,9.0,9.0
RR,28.75,9.0,9.0
RR,28.85,9.0,9.0
RR,28.950000000000003,9.0,9.0
RR,29.05,9.0,9.0
RR,29.150000000000002,9.0,9.0
RR,29.25,9.0,9.0
RR,29.35,9.0,9.0
RR,29.450000000000003,9.0,9.0
RR,29.55,9.0,9.0
RR,29.650000000000002,9.0,9.0
RR,29.75,9.0,9.0
RR,29.85,9.0,9.0
RR,29.950000000000003,9.0,9.0
RR,30.05,9.0,9.0
RR,30.150000000000002,9.0,9.0
RR,30.25,9.0,9.0
RR,30.35,9.0,9.0
