time_s,alpha_mean,alpha_ci95,n_seeds,alpha_mean_smooth,alpha_ci95_smooth
13.450000000000001,0.99411253310842,0.0008107680670855913,100,0.9941127081852423,0.0008098984355053609
13.55,0.994112825337345,0.0008110958993037918,100,0.9941101907191111,0.0008108156421932728
13.65,0.994105213711568,0.0008105829601904353,100,0.9941102169464013,0.0008110178832086861
13.75,0.9941126117902911,0.0008113747901318313,100,0.9941097312775593,0.0008110318017264341
13.850000000000001,0.9941113683308189,0.0008111376548570352,100,0.9941126009938999,0.000811374800190157
13.950000000000001,0.9941138228605897,0.0008116119555816044,100,0.9941094595802573,0.0008112149018435171
14.05,0.9941031875493636,0.0008108950950919116,100,0.9941064212733295,0.000811329752687222
14.15,0.9941022534100356,0.00081148220738815,100,0.9941056488216335,0.0008113798098844278
14.25,0.9941115055055014,0.0008117621271732219,100,0.994107082052834,0.0008114697649993866
14.350000000000001,0.9941074872429654,0.0008111649604367881,100,0.9941091460148238,0.0008116572346658998
14.450000000000001,0.9941084452960045,0.0008120446163876893,100,0.9941086205754526,0.0008118088025114633
14.55,0.9941099291873879,0.0008122168307099125,100,0.9941091328868722,0.0008120356827854453
14.65,0.9941090241772244,0.0008118456012587338,100,0.9941071694879849,0.0008114905469255411
14.75,0.9941025550993423,0.000810409208807977,100,0.9941095449702985,0.0008116788570906811
14.850000000000001,0.9941170556343285,0.0008127817612053323,100,0.9941074346185298,0.0008124162959993126
14.950000000000001,0.9941026931219187,0.0008140579179846287,100,0.99410980545762,0.0008131043173798519
15.05,0.9941096676166129,0.0008124732729495949,100,0.9941087815250285,0.0008131048175046676
15.15,0.9941139838365538,0.0008127832615797794,100,0.9941122023738908,0.0008122400926671589
15.25,0.9941129556685057,0.0008114637434721026,100,0.9941133205305589,0.0008120651341614716
15.350000000000001,0.9941130220866172,0.0008119483974325327,100,0.9941136854332404,0.0008119739464591058
15.450000000000001,0.9941150785445981,0.0008125096984726821,100,0.9941150482415025,0.0008131552617229114
15.55,0.9941170440932922,0.0008150076892635193,100,0.9941176790223857,0.0008135404985745624
15.65,0.9941209144292668,0.0008131041079874855,100,0.9941184897151238,0.0008134281114770986
15.75,0.9941175106228128,0.0008121725371802911,100,0.9941194339654089,0.0008128039602932242
15.850000000000001,0.9941198768441473,0.000813135235711896,100,0.9941194690182412,0.000812594335225195
15.950000000000001,0.9941210195877638,0.0008124752327833976,100,0.9941179336385407,0.0008125341991803014
16.05,0.9941129044837109,0.0008119921290456109,100,0.9941156465819113,0.0008127472620676393
16.150000000000002,0.9941130156742591,0.0008137744243739096,100,0.9941143282652091,0.000812743977387903
16.25,0.9941170646376571,0.0008124653787441886,100,0.9941152025393224,0.000812604837451803
16.35,0.9941155273060508,0.0008115747092373107,100,0.9941160593871236,0.0008120125932787329
16.45,0.9941155862176626,0.0008119976918546988,100,0.9941157350269049,0.0008120850677753731
16.55,0.9941160915570012,0.00081268280223411,100,0.9941200418711388,0.000811359758801518
16.650000000000002,0.9941284478387528,0.0008093987823157454,100,0.9941413748438065,0.0008134748201713676
16.75,0.9941795851356655,0.000818342875964247,100,0.9941609753162188,0.000815399882192052
16.85,0.9941748929742379,0.0008184579882961637,100,0.9941799680648752,0.0008184633557318809
16.95,0.9941854260847219,0.000818589202935232,100,0.9941810499592177,0.0008184572871338228
17.05,0.9941828308186936,0.0008183246701700727,100,0.9941833558644676,0.0008183834048219388
17.150000000000002,0.9941818106899872,0.0008182363413605119,100,0.9941805063255941,0.0008185202370454911
17.25,0.9941768774681016,0.000818999699605889,100,0.9941811093527914,0.0008186389329928245
17.35,0.9941846399002852,0.0008186807580120725,100,0.9941818059427593,0.0008195732224052279
17.45,0.9941839004598912,0.0008210392095977222,100,0.9941845414516947,0.0008193440633823731
17.55,0.9941850839949073,0.0008183122225373247,100,0.9941820022733677,0.0008191796468998819
17.650000000000002,0.9941770223653047,0.0008181875085645987,100,0.9941759976245863,0.0008183155382603589
