mode,time_bin_s,backlog_mbit,backlog_mbit_smooth
IA-FMR,14.950000000000001,2147.7978309,2147.7978387166663
IA-FMR,15.05,2182.5230745,2182.558325915942
IA-FMR,15.15,2217.354072347826,2217.320647842357
IA-FMR,15.25,2252.0847966792453,2252.045872942357
IA-FMR,15.350000000000001,2286.6987498,2286.7358418764147
IA-FMR,15.450000000000001,2321.42397915,2321.4239811833336
IA-FMR,15.55,2356.1492146,2356.184473792443
IA-FMR,15.65,2390.980227627329,2390.94679901498
IA-FMR,15.75,2425.71095481761,2425.6720236983133
IA-FMR,15.850000000000001,2460.32488865,2460.3619924558698
IA-FMR,15.950000000000001,2495.0501338999998,2495.0501253999996
IA-FMR,16.05,2529.77535365,2529.8106230384055
IA-FMR,16.150000000000002,2564.6063815652174,2564.5729433191186
IA-FMR,16.25,2599.3370947421386,2599.3334321272964
IA-FMR,16.35,2634.0568200745342,2634.0604926957044
IA-FMR,16.45,2668.7875632704404,2668.748626748325
IA-FMR,16.55,2703.4014969,2703.473864446047
IA-FMR,16.650000000000002,2738.232533167702,2738.199087137871
IA-FMR,16.75,2772.963231345912,2772.9595858192383
IA-FMR,16.85,2807.6829929440996,2807.6866410526454
IA-FMR,16.95,2842.4136988679243,2842.374781070675
IA-FMR,17.05,2877.0276514,2877.100003381234
IA-FMR,17.150000000000002,2911.858659875776,2911.8251512722186
IA-FMR,17.25,2946.5891425408804,2946.5854418490308
IA-FMR,17.35,2981.308523130435,2981.312289697567
IA-FMR,17.45,3016.0392034213837,3016.0002972839393
IA-FMR,17.55,3050.6531653,3050.725517789115
IA-FMR,17.650000000000002,3085.4841846459626,3085.4507591979204
IA-FMR,17.75,3120.214927647799,3120.211259079287
IA-FMR,17.85,3154.9346649440995,3154.938313388075
IA-FMR,17.95,3189.665347572327,3189.626441088809
IA-FMR,18.05,3224.27931075,3224.351668981148
IA-FMR,18.150000000000002,3259.1103486211177,3259.076911580729
IA-FMR,18.25,3293.841075371069,3293.837403541909
IA-FMR,18.35,3328.5607866335404,3324.150497347449
IA-FMR,18.45,3350.049630037736,3345.650974757092
IA-FMR,18.55,3358.3425076,3358.3598639662014
IA-FMR,18.650000000000002,3366.68745426087,3366.6812574588644
IA-FMR,18.75,3375.013810515723,3375.010488126359
IA-FMR,18.85,3383.3301996024843,3383.3335326473693
IA-FMR,18.95,3391.6565878239,3391.645417842128
IA-FMR,19.05,3399.9494661,3399.966817792439
IA-FMR,19.150000000000002,3408.294399453416,3408.288198773571
IA-FMR,19.25,3416.6207307672953,3416.6174326905475
IA-FMR,19.35,3424.937167850932,3424.9404782060756
IA-FMR,19.450000000000003,3433.263536,3433.252377133644
IA-FMR,19.55,3441.55642755,3441.573759642961
IA-FMR,19.650000000000002,3449.901315378882,3449.8951440454766
IA-FMR,19.75,3458.227689207547,3458.2243713010666
IA-FMR,19.85,3466.5441093167706,3466.547430384416
IA-FMR,19.950000000000003,3474.8704926289306,3474.8317022652336
IA-FMR,20.05,3483.0805048499997,3483.066837536455
IA-FMR,20.150000000000002,3491.2495151304347,3491.2434968739813
IA-FMR,20.25,3499.40047064151,3499.397152209696
IA-FMR,20.35,3507.5414708571425,3507.5447848265953
IA-FMR,20.450000000000003,3515.6924129811323,3515.681430562758
IA-FMR,20.55,3523.81040785,3523.827391506858
IA-FMR,20.650000000000002,3531.9793536894413,3531.9733576116796
IA-FMR,20.75,3540.1303112955975,3540.1269872103344
IA-FMR,20.85,3548.271296645963,3548.274616902952
IA-FMR,20.950000000000003,3556.4222427672953,3556.411259037753
IA-FMR,21.05,3564.5402377,3564.5572220025556
IA-FMR,21.150000000000002,3572.7091855403723,3572.703187537147
IA-FMR,21.25,3580.8601393710696,3580.856819078141
IA-FMR,21.35,3589.0011323229814,3589.0044474619585
IA-FMR,21.450000000000003,3597.1520706918236,3597.141092904935
IA-FMR,21.55,3605.2700757,3605.287054428745
IA-FMR,21.650000000000002,3613.43901689441,3613.433020583881
IA-FMR,21.75,3621.5899691572326,3621.5866475410235
IA-FMR,21.85,3629.730956571428,3629.73427578796
IA-FMR,21.950000000000003,3637.8819016352204,3637.870921218883
IA-FMR,22.05,3645.9999054499995,3646.016881616398
IA-FMR,22.150000000000002,3654.168837763975,3654.162852802981
IA-FMR,22.25,3662.3198151949687,3662.316480327929
IA-FMR,22.35,3670.4607880248445,3670.464112771384
IA-FMR,22.450000000000003,3678.6117350943396,3678.600747673061
IA-FMR,22.55,3686.7297199,3686.746713569542
IA-FMR,22.650000000000002,3694.8986857142854,3694.892684454238
IA-FMR,22.75,3703.049647748428,3703.0463154275294
IA-FMR,22.85,3711.1906128198757,3711.1939394850324
IA-FMR,22.950000000000003,3719.3415578867925,3719.330577035556
IA-FMR,23.05,3727.4595604,3727.4765466421813
IA-FMR,23.150000000000002,3735.628521639752,3735.622517308848
IA-FMR,23.25,3743.7794698867924,3743.7761436268606
IA-FMR,23.35,3751.920439354037,3751.9237650509262
IA-FMR,23.450000000000003,3760.07138591195,3760.060408521995
IA-FMR,23.55,3768.1894003,3768.2063856482896
IA-FMR,23.650000000000002,3776.3583707329194,3776.3523506461934
IA-FMR,23.75,3784.5092809056605,3784.50597274081
IA-FMR,23.85,3792.6502665838507,3792.653589674701
IA-FMR,23.950000000000003,3800.8012215345916,3800.7902458728145
IA-FMR,24.05,3808.9192495,3808.9362157113233
IA-FMR,24.150000000000002,3817.088176099379,3817.0821797700232
IA-FMR,24.25,3825.239113710692,3825.235798334206
IA-FMR,24.35,3833.3801051925466,3839.267596120786
IA-FMR,24.450000000000003,3859.1835694591196,3864.9866803505556
IA-FMR,24.55,3902.3963664000003,3902.4866816424806
IA-FMR,24.650000000000002,3945.880109068323,3945.8377634705735
IA-FMR,24.75,3989.2368149433964,3989.2330756726437
IA-FMR,24.85,4032.5823030062115,4032.5860406582547
IA-FMR,24.950000000000003,4075.939004025157,4075.891029777123
IA-FMR,25.05,4119.1517823,4119.2421109199795
IA-FMR,25.150000000000002,4162.635546434783,4162.593193083502
IA-FMR,25.25,4205.992250515724,4205.988512308554
IA-FMR,25.35,4249.337739975155,4249.3414714969595
IA-FMR,25.450000000000003,4292.694423999999,4292.646455058385
IA-FMR,25.55,4335.9072012,4335.953308416666
IA-FMR,25.650000000000002,4379.25830005,4379.258299833334
IA-FMR,25.75,4422.609398250001,4422.653619367081
IA-FMR,25.85,4466.093159801242,4466.050803878716
IA-FMR,25.950000000000003,4509.449853584905,4509.401883812049
IA-FMR,26.05,4552.66263805,4552.708744911634
IA-FMR,26.150000000000002,4596.0137431,4596.013732616667
IA-FMR,26.25,4639.3648167,4639.409051130021
IA-FMR,26.35,4682.848593590063,4682.806192679497
