scheduler,time_s,mean,CI95_low,CI95_high,n
RR,21.65,5240.472116245416,,,1
RR,21.75,5256.439006747171,,,1
RR,21.85,5273.1001590451015,,,1
RR,21.950000000000003,5289.659440949735,,,1
RR,22.05,5306.699842638785,,,1
RR,22.15,5323.152721413429,,,1
RR,22.25,5339.3623529235965,,,1
RR,22.35,5354.406994755015,,,1
RR,22.450000000000003,5369.958724928755,,,1
RR,22.55,5385.75073234492,,,1
RR,22.65,5401.681637239814,,,1
RR,22.75,5417.368805692421,,,1
RR,22.85,5432.647433684161,,,1
RR,22.950000000000003,5447.351159006069,,,1
RR,23.05,5462.205974887463,,,1
RR,23.15,5477.534100057393,,,1
RR,23.25,5492.741134330696,,,1
RR,23.35,5508.1539884166,,,1
RR,23.450000000000003,5524.224971544172,,,1
RR,23.55,5540.40089275777,,,1
RR,23.65,5556.816838922295,,,1
RR,23.75,5573.121894644192,,,1
RR,23.85,5589.708071051599,,,1
RR,23.950000000000003,5606.475867371505,,,1
RR,24.05,5623.09928178562,,,1
RR,24.15,5639.797403084471,,,1
RR,24.25,5655.871842914432,,,1
RR,24.35,5677.24487286097,,,1
RR,24.450000000000003,5711.1906160166645,,,1
RR,24.55,5756.937996437208,,,1
RR,24.65,5808.371200489276,,,1
RR,24.75,5857.938733102364,,,1
RR,24.85,5907.93376353425,,,1
RR,24.950000000000003,5959.271284979878,,,1
RR,25.05,6011.908115818912,,,1
RR,25.15,6063.33647335006,,,1
RR,25.25,6115.098141310235,,,1
RR,25.35,6166.865689535989,,,1
RR,25.450000000000003,6219.226476890126,,,1
RR,25.55,6270.303650371309,,,1
RR,25.65,6320.8204241064695,,,1
RR,25.75,6372.987196684247,,,1
RR,25.85,6425.377445873641,,,1
RR,25.950000000000003,6479.081788926965,,,1
RR,26.05,6530.702623784826,,,1
RR,26.15,6582.233915712099,,,1
RR,26.25,6632.497487068191,,,1
RR,26.35,6683.606771726995,,,1
RR,26.450000000000003,6735.1010702793765,,,1
RR,26.55,6786.615772717937,,,1
RR,26.65,6838.435685741909,,,1
RR,26.75,6888.155168480756,,,1
RR,26.85,6938.780685140201,,,1
RR,26.950000000000003,6987.903670256299,,,1
RR,27.05,7040.7025777071,,,1
RR,27.15,7093.529279494262,,,1
RR,27.25,7145.012310816521,,,1
RR,27.35,7195.931911656099,,,1
RR,27.450000000000003,7244.747287723447,,,1
RR,27.55,7297.836710199522,,,1
RR,27.65,7350.475720365282,,,1
