bandwidth_mhz,scheduler,mean,CI95_low,CI95_high,CI95,n
10,RR,97.45998580555556,97.31781169921909,97.60215991189203,0.14217410633647,100
15,RR,95.32009483333333,95.03875163027858,95.60143803638807,0.28134320305474,100
20,RR,94.50172061111111,94.12334418820053,94.88009703402169,0.37837642291058,100
25,RR,91.02606358333331,90.2408897666597,91.81123740000692,0.7851738166736001,100
30,RR,89.73822358333334,89.0704789321514,90.40596823451527,0.66774465118194,100
40,RR,85.39933169444444,83.99807948372069,86.8005839051682,1.40125221072376,100
50,RR,82.15870494444444,80.14203419876618,84.17537569012269,2.0166707456782498,100
60,RR,85.13341802777778,83.19600992539561,87.07082613015994,1.9374081023821599,100
70,RR,83.27298022222223,80.73468826802672,85.81127217641775,2.53829195419551,100
80,RR,76.65905441666666,73.05352784452309,80.26458098881024,3.60552657214357,100
90,RR,79.02767319444445,75.27351218190958,82.78183420697931,3.75416101253487,100
100,RR,85.40350997222222,82.93546918479048,87.87155075965397,2.46804078743174,100
10,PF,96.92466427777778,96.81940566606153,97.02992288949403,0.10525861171625,100
15,PF,95.06197552777778,94.84405693939641,95.27989411615914,0.21791858838136002,100
20,PF,93.95203891666668,93.65769476199318,94.24638307134018,0.2943441546735,100
25,PF,92.51565169444444,92.13395406490719,92.8973493239817,0.38169762953725,100
30,PF,91.22411038888887,90.768438537425,91.67978224035275,0.45567185146388,100
40,PF,90.1503365277778,89.63553181041902,90.66514124513657,0.51480471735877,100
50,PF,88.61366669444445,87.91840774350467,89.30892564538422,0.6952589509397801,100
60,PF,87.39168769444444,86.5938380158591,88.18953737302978,0.79784967858534,100
70,PF,86.94206230555555,86.16674548394957,87.71737912716154,0.77531682160599,100
80,PF,87.43787347222222,86.69581181076197,88.17993513368248,0.74206166146025,100
90,PF,87.93347883333334,87.24328839591033,88.62366927075635,0.69019043742301,100
100,PF,88.1551878611111,87.393673340952,88.9167023812702,0.7615145201590899,100
10,MR,91.80959188888887,91.61437501901858,92.00480875875917,0.19521686987029999,100
15,MR,85.36614113888889,85.07683207513286,85.65545020264493,0.28930906375604,100
20,MR,77.3497226111111,77.01564918042722,77.68379604179499,0.33407343068388,100
25,MR,70.82584927777778,70.21650728774149,71.43519126781406,0.60934199003629,100
30,MR,66.64367577777777,65.64903669514628,67.63831486040927,0.9946390826314899,100
40,MR,65.48360113888889,63.998766042583746,66.96843623519402,1.48483509630514,100
50,MR,66.8589021388889,65.32652416519461,68.39128011258317,1.53237797369428,100
60,MR,67.03584783333334,65.67415320146054,68.39754246520613,1.3616946318728,100
70,MR,67.65633180555555,66.15352724982505,69.15913636128606,1.5028045557304999,100
80,MR,68.58522066666667,66.63067624968004,70.53976508365331,1.9545444169866402,100
90,MR,69.45786122222222,67.53165769948032,71.38406474496412,1.9262035227419,100
100,MR,70.03303772222222,68.01574802903932,72.05032741540512,2.01728969318291,100
10,IA-FMR,94.49688388888889,94.24161998275841,94.75214779501937,0.25526390613048,100
15,IA-FMR,92.32553949999999,91.88585408591636,92.76522491408362,0.43968541408362,100
20,IA-FMR,89.16595516666668,88.47154777895824,89.86036255437511,0.69440738770844,100
25,IA-FMR,85.22460927777777,84.36489626585964,86.0843222896959,0.85971301191813,100
30,IA-FMR,80.67003369444444,79.5644156976913,81.77565169119758,1.1056179967531399,100
40,IA-FMR,72.03983994444444,70.33103905383958,73.7486408350493,1.70880089060486,100
50,IA-FMR,73.05954763888889,69.967097168999,76.15199810877877,3.09245046988988,100
60,IA-FMR,73.61545794444444,70.32547966864365,76.90543622024524,3.2899782758007903,100
70,IA-FMR,76.21777524999999,73.0991058283313,79.33644467166867,3.11866942166869,100
80,IA-FMR,72.84733697222222,69.31485520326497,76.37981874117948,3.5324817689572496,100
90,IA-FMR,76.23822883333332,72.59196678376497,79.88449088290167,3.6462620495683504,100
100,IA-FMR,76.41847058333333,72.39382603587784,80.44311513078883,4.0246445474555,100
