scheduler,ue,time_s,mean,CI95_low,CI95_high,n
RR,1,14.15,11.112188523541809,,,1
RR,1,14.25,11.111498906417236,,,1
RR,1,14.35,11.1103321862187,,,1
RR,1,14.45,11.112306851266146,,,1
RR,1,14.55,11.11142414134669,,,1
RR,1,14.65,11.10969922560219,,,1
RR,1,14.75,11.110412299091545,,,1
RR,1,14.85,11.10950573214724,,,1
RR,1,14.95,11.112999792245075,,,1
RR,1,15.05,11.110816004683931,,,1
RR,1,15.15,11.111077514379405,,,1
RR,1,15.25,11.1110775143794,,,1
RR,1,15.35,11.110970114991147,,,1
RR,1,15.45,11.11131568137445,,,1
RR,1,15.55,11.11182951374178,,,1
RR,1,15.65,11.113136458410096,,,1
RR,1,15.75,11.11064070119736,,,1
RR,1,15.85,11.10828788983117,,,1
RR,1,15.95,11.10978596447958,,,1
RR,1,16.05,11.111841293948894,,,1
RR,1,16.150000000000002,11.113158771440617,,,1
RR,1,16.25,11.11132642582882,,,1
RR,1,16.35,11.109784928726834,,,1
RR,1,16.45,11.110306430233974,,,1
RR,1,16.55,11.11162494347844,,,1
RR,1,16.650000000000002,11.10927213211225,,,1
RR,1,16.75,11.112448550383007,,,1
RR,1,16.85,11.109328853867083,,,1
RR,1,16.95,11.110708088116231,,,1
RR,1,17.05,11.108123883421378,,,1
RR,1,17.150000000000002,11.111942391956868,,,1
RR,1,17.25,11.11100451266745,,,1
RR,1,17.35,11.11100451266745,,,1
RR,1,17.45,11.114250607209952,,,1
RR,1,17.55,11.115126729741943,,,1
RR,1,17.650000000000002,11.114013014658902,,,1
RR,1,17.75,11.110068108096833,,,1
RR,1,17.85,11.108820465250638,,,1
RR,1,17.95,11.108628893268424,,,1
RR,1,18.05,11.108107391761283,,,1
RR,1,18.15,11.11083381285375,,,1
RR,1,18.25,11.111087141593387,,,1
RR,1,18.35,11.11160864310053,,,1
RR,1,18.45,11.112862796803062,,,1
RR,1,18.55,11.112195425392189,,,1
RR,1,18.65,11.110797801353051,,,1
RR,1,18.75,11.111450354598134,,,1
RR,1,18.85,11.1084668118201,,,1
RR,1,18.95,11.11272841954598,,,1
RR,1,19.05,11.110821712598366,,,1
RR,1,19.15,11.114410870029852,,,1
RR,1,19.25,11.109550280572911,,,1
RR,1,19.35,11.107465887673191,,,1
RR,1,19.450000000000003,11.108579602756231,,,1
RR,1,19.55,11.111090040893751,,,1
RR,1,19.65,11.113736313618618,,,1
RR,1,19.75,11.112541675887917,,,1
RR,1,19.85,11.112027843520588,,,1
RR,1,19.950000000000003,11.111100900532216,,,1
RR,1,20.05,11.111100900532216,,,1
RR,1,20.15,11.110579399025076,,,1
RR,1,20.25,11.108398976313794,,,1
RR,1,20.35,11.109515232835925,,,1
RR,1,20.450000000000003,11.112248164784727,,,1
RR,1,20.55,11.112962858895647,,,1
RR,1,20.65,11.111989281778603,,,1
RR,1,20.75,11.110231625375617,,,1
RR,1,20.85,11.11064539565036,,,1
RR,1,20.950000000000003,11.112852170448994,,,1
RR,1,21.05,11.111795972255512,,,1
RR,1,21.15,11.111271474724148,,,1
RR,1,21.25,11.11120832905973,,,1
RR,1,21.35,11.110562874608162,,,1
RR,1,21.450000000000003,11.11067360186478,,,1
RR,1,21.55,11.109443491518965,,,1
RR,1,21.65,11.108852391126474,,,1
RR,1,21.75,11.113403864148651,,,1
RR,1,21.85,11.113907366849103,,,1
RR,1,21.950000000000003,11.113058607311167,,,1
RR,1,22.05,11.10877822515865,,,1
RR,1,22.15,11.108334780786846,,,1
RR,1,22.25,11.11042009516884,,,1
RR,1,22.35,11.11102251932364,,,1
RR,1,22.450000000000003,11.11272011739798,,,1
RR,1,22.55,11.113322541552776,,,1
RR,1,22.65,11.110961690135325,,,1
RR,1,22.75,11.107766017412578,,,1
RR,1,22.85,11.108618227192537,,,1
RR,1,22.950000000000003,11.11183128838995,,,1
RR,1,23.05,11.110976551672168,,,1
RR,1,23.15,11.11012434189221,,,1
RR,1,23.25,11.110229408851383,,,1
RR,1,23.35,11.111465963695444,,,1
RR,1,23.450000000000003,11.111465963695444,,,1
RR,1,23.55,11.11050868695631,,,1
RR,1,23.65,11.113166440580423,,,1
RR,1,23.75,11.111327461581563,,,1
RR,1,23.85,11.113823218794304,,,1
RR,1,23.950000000000003,11.10732090374593,,,1
RR,1,24.05,11.109752096320692,,,1
RR,1,24.15,11.106653914953156,,,1
RR,1,24.25,11.114545748515996,,,1
RR,1,24.35,11.113432033432952,,,1
RR,1,24.450000000000003,11.112446248452372,,,1
RR,1,24.55,11.107413191333212,,,1
RR,1,24.65,11.108891969579489,,,1
RR,1,24.75,11.111999335279142,,,1
RR,1,24.85,11.111226692997064,,,1
RR,1,24.950000000000003,11.11026941625793,,,1
RR,1,25.05,11.109449071713222,,,1
RR,1,25.15,11.114783591299046,,,1
RR,1,25.25,11.113656475138455,,,1
RR,1,25.35,11.11391493985802,,,1
RR,1,25.450000000000003,11.112688301738569,,,1
RR,1,25.55,11.109993789667156,,,1
RR,1,25.65,11.109993789667156,,,1
RR,1,25.75,11.10737324459378,,,1
RR,1,25.85,11.109606663690403,,,1
RR,1,25.950000000000003,11.109241600527175,,,1
RR,1,26.05,11.114729911907268,,,1
RR,1,26.15,11.11072762488611,,,1
RR,1,26.25,11.113580259293988,,,1
RR,1,26.35,11.105143834706352,,,1
RR,1,26.450000000000003,11.113230088075625,,,1
RR,1,26.55,11.10838761605271,,,1
RR,1,26.65,11.113166521023848,,,1
RR,1,26.75,11.110211019061396,,,1
RR,1,26.85,11.112700536881102,,,1
RR,1,26.950000000000003,11.108026174931508,,,1
RR,1,27.05,11.110005076245498,,,1
RR,1,27.15,11.110801863598889,,,1
RR,1,27.25,11.115476225548484,,,1
RR,1,27.35,11.113354644829409,,,1
RR,1,27.450000000000003,11.109174776746045,,,1
RR,1,27.55,11.109736656571188,,,1
RR,1,27.65,11.108500101727126,,,1
RR,1,27.75,11.110269787169386,,,1
RR,1,27.85,11.111545878683378,,,1
RR,1,27.950000000000003,11.11251134265778,,,1
RR,1,28.05,11.11215932914046,,,1
RR,1,28.15,11.108761656907395,,,1
RR,1,28.25,11.109635171931853,,,1
RR,1,28.35,11.11300444416905,,,1
RR,1,28.450000000000003,11.11161026255366,,,1
RR,1,28.55,11.114106019766396,,,1
RR,1,28.65,11.110022053418282,,,1
RR,1,28.75,11.112717471208038,,,1
RR,1,28.85,11.1102217139953,,,1
RR,1,28.950000000000003,11.112901816911252,,,1
RR,1,29.05,11.108092345953056,,,1
RR,1,29.15,11.112707142308686,,,1
RR,1,29.25,11.109776269529254,,,1
RR,1,29.35,11.111703140906734,,,1
RR,1,29.450000000000003,11.111455919673398,,,1
RR,1,29.55,11.108557190065026,,,1
RR,1,29.65,11.113236734838909,,,1
RR,1,29.75,11.108869159716615,,,1
RR,1,29.85,11.114950737592244,,,1
RR,1,29.950000000000003,11.112454980379509,,,1
RR,1,30.05,11.11185255622471,,,1
RR,1,30.15,11.109190173711848,,,1
RR,1,30.25,11.111340364541284,,,1
RR,1,30.35,11.112358627488568,,,1
RR,2,0.45,11.113164072689331,,,1
RR,2,0.55,11.111082128124124,,,1
RR,2,0.65,11.109100203278716,,,1
RR,2,0.75,11.112377510268743,,,1
RR,2,0.8500000000000001,11.115045701616175,,,1
RR,2,0.95,11.1114935561203,,,1
RR,2,1.05,11.109857197658192,,,1
RR,2,1.15,11.109178843925791,,,1
RR,2,1.25,11.111695655547203,,,1
RR,2,1.35,11.110770757286012,,,1
RR,2,1.4500000000000002,11.112674300922848,,,1
RR,2,1.55,11.113195802429985,,,1
RR,2,1.65,11.109496209385222,,,1
RR,2,1.75,11.111615248528112,,,1
RR,2,1.85,11.107985056218675,,,1
RR,2,1.95,11.11527213342806,,,1
RR,2,2.0500000000000003,11.111614613811565,,,1
RR,2,2.15,11.111423177888996,,,1
RR,2,2.25,11.108945571637804,,,1
RR,2,2.35,11.109735324947588,,,1
RR,2,2.45,11.114149166755498,,,1
RR,2,2.5500000000000003,11.111453748965742,,,1
RR,2,2.6500000000000004,11.111595400050788,,,1
RR,2,2.75,11.109876070314291,,,1
RR,2,2.85,11.111270251929689,,,1
RR,2,2.95,11.10989540316305,,,1
RR,2,3.0500000000000003,11.112541675887917,,,1
RR,2,3.1500000000000004,11.112016983882125,,,1
RR,2,3.25,11.110981650007654,,,1
RR,2,3.35,11.107465887673191,,,1
RR,2,3.45,11.110648333303097,,,1
RR,2,3.5500000000000003,11.110567410655436,,,1
RR,2,3.65,11.1140831729899,,,1
RR,2,3.75,11.112620057096493,,,1
RR,2,3.85,11.11270097974415,,,1
RR,2,3.95,11.110722078430165,,,1
RR,2,4.05,11.110129864854256,,,1
RR,2,4.15,11.108360179411996,,,1
RR,2,4.25,11.110339080725987,,,1
RR,2,4.3500000000000005,11.11160964803429,,,1
RR,2,4.45,11.11329841082889,,,1
RR,2,4.55,11.111779254264617,,,1
RR,2,4.65,11.11050868695631,,,1
RR,2,4.75,11.110508686956312,,,1
RR,2,4.8500000000000005,11.11185255622471,,,1
RR,2,4.95,11.109491704807256,,,1
RR,2,5.050000000000001,11.109572627454916,,,1
RR,2,5.15,11.109747914750791,,,1
RR,2,5.25,11.110269787169386,,,1
RR,2,5.3500000000000005,11.114963300733642,,,1
RR,2,5.45,11.110093675582403,,,1
RR,2,5.550000000000001,11.112446486948592,,,1
RR,2,5.65,11.10886668846738,,,1
RR,2,5.75,11.110628947918965,,,1
RR,2,5.8500000000000005,11.113291533822393,,,1
RR,2,5.95,11.112699320246492,,,1
RR,2,6.050000000000001,11.110176870443242,,,1
RR,2,6.15,11.107000452172484,,,1
RR,2,6.25,11.108889133306448,,,1
RR,2,6.3500000000000005,11.112015549963994,,,1
RR,2,6.45,11.112972826703128,,,1
RR,2,6.550000000000001,11.1106730796753,,,1
RR,2,6.65,11.112749215736956,,,1
RR,2,6.75,11.110394314958688,,,1
RR,2,6.8500000000000005,11.110394314958688,,,1
RR,2,6.95,11.110572988486418,,,1
RR,2,7.050000000000001,11.115330285696546,,,1
RR,2,7.15,11.113902372591548,,,1
RR,2,7.25,11.11191873179389,,,1
RR,2,7.35,11.110709249452333,,,1
RR,2,7.45,11.109860489914398,,,1
RR,2,7.550000000000001,11.113069320616493,,,1
RR,2,7.65,11.11045938503734,,,1
RR,2,7.75,11.113147123574132,,,1
RR,2,7.85,11.107613053232845,,,1
RR,2,7.95,11.109756682367058,,,1
RR,2,8.05,11.1088831673426,,,1
RR,2,8.15,11.114071671300586,,,1
RR,2,8.25,11.109700048379294,,,1
RR,2,8.35,11.111665457184325,,,1
RR,2,8.450000000000001,11.110785833663192,,,1
RR,2,8.55,11.111634593201126,,,1
RR,2,8.65,11.110542699420554,,,1
RR,2,8.75,11.110616001380649,,,1
RR,2,8.85,11.11158146535505,,,1
RR,2,8.950000000000001,11.110262952110585,,,1
RR,2,9.05,11.111714330920456,,,1
RR,2,9.15,11.11258784594491,,,1
RR,2,9.25,11.111496662570184,,,1
RR,2,9.35,11.11149666257018,,,1
RR,2,9.45,11.111496662570184,,,1
RR,2,9.55,11.113906359189375,,,1
RR,2,9.65,11.10927213211225,,,1
RR,2,9.75,11.106584393575456,,,1
RR,2,9.85,11.109080150788197,,,1
RR,2,9.95,11.109330920651676,,,1
RR,2,10.05,11.11638623431076,,,1
RR,2,10.15,11.113890477098025,,,1
RR,2,10.25,11.109888190076868,,,1
RR,2,10.35,11.109198572952296,,,1
RR,2,10.45,11.108214330671217,,,1
RR,2,10.55,11.115955017657187,,,1
RR,2,10.65,11.111674635504668,,,1
RR,2,10.75,11.109620564657195,,,1
RR,2,10.85,11.10686794967296,,,1
RR,2,10.95,11.1099661310405,,,1
RR,2,11.05,11.109884747653126,,,1
RR,2,11.15,11.115101968163556,,,1
RR,2,11.25,11.109918472414025,,,1
RR,2,11.35,11.110350430393147,,,1
RR,2,11.45,11.105735634037522,,,1
RR,2,11.55,11.113982104548144,,,1
RR,2,11.65,11.115351329840472,,,1
RR,2,11.75,11.116443223621042,,,1
RR,2,11.85,11.10956597840275,,,1
RR,2,11.95,11.107167406436757,,,1
RR,2,12.05,11.10822570348562,,,1
RR,2,12.15,11.110888085998482,,,1
RR,2,12.25,11.113207547169813,,,1
RR,2,12.35,11.112149250120948,,,1
RR,2,12.45,11.109407756813418,,,1
RR,2,12.55,11.10896640185369,,,1
RR,2,12.65,11.107874508073118,,,1
RR,2,12.75,11.112448550383007,,,1
RR,2,12.85,11.11199634243247,,,1
RR,2,12.95,11.113743372481387,,,1
RR,2,13.05,11.108206102793174,,,1
RR,2,13.15,11.11347095791094,,,1
RR,2,13.25,11.110326303822893,,,1
RR,2,13.35,11.115182912453085,,,1
RR,2,13.45,11.11089073104025,,,1
RR,2,13.55,11.11157528159003,,,1
RR,2,13.65,11.107761011132824,,,1
RR,2,13.75,11.11082655442621,,,1
RR,2,13.85,11.110412511754973,,,1
RR,2,13.95,11.116098600121726,,,1
RR,2,14.05,11.113749145918012,,,1
RR,2,14.15,11.112188523541809,,,1
RR,2,14.25,11.111498906417236,,,1
RR,2,14.35,11.110332186218704,,,1
RR,2,14.45,11.112306851266142,,,1
RR,2,14.55,11.11142414134669,,,1
RR,2,14.65,11.10969922560219,,,1
RR,2,14.75,11.110412299091545,,,1
RR,2,14.85,11.10950573214724,,,1
RR,2,14.95,11.112999792245075,,,1
RR,2,15.05,11.110816004683928,,,1
RR,2,15.15,11.1110775143794,,,1
RR,2,15.25,11.1110775143794,,,1
RR,2,15.35,11.110970114991147,,,1
RR,2,15.45,11.11131568137445,,,1
RR,2,15.55,11.11182951374178,,,1
RR,2,15.65,11.113136458410098,,,1
RR,2,15.75,11.11064070119736,,,1
RR,2,15.85,11.10828788983117,,,1
RR,2,15.95,11.10978596447958,,,1
RR,2,16.05,11.111841293948894,,,1
RR,2,16.150000000000002,11.113158771440617,,,1
RR,2,16.25,11.11132642582882,,,1
RR,2,16.35,11.109784928726834,,,1
RR,2,16.45,11.110306430233974,,,1
RR,2,16.55,11.11162494347844,,,1
RR,2,16.650000000000002,11.109272132112253,,,1
RR,2,16.75,11.112448550383007,,,1
RR,2,16.85,11.109328853867089,,,1
RR,2,16.95,11.110708088116231,,,1
RR,2,17.05,11.108123883421378,,,1
RR,2,17.150000000000002,11.111942391956866,,,1
RR,2,17.25,11.11100451266745,,,1
RR,2,17.35,11.111004512667447,,,1
RR,2,17.45,11.10917858448729,,,1
RR,2,17.55,11.114748220583538,,,1
RR,2,17.650000000000002,11.113634505500494,,,1
RR,2,17.75,11.114761621661088,,,1
RR,2,17.85,11.108820465250638,,,1
RR,2,17.95,11.108628893268424,,,1
RR,2,18.05,11.108107391761283,,,1
RR,2,18.15,11.11083381285375,,,1
RR,2,18.25,11.111087141593387,,,1
RR,2,18.35,11.11160864310053,,,1
RR,2,18.45,11.112862796803062,,,1
RR,2,18.55,11.112195425392189,,,1
RR,2,18.65,11.110797801353051,,,1
RR,2,18.75,11.111450354598134,,,1
RR,2,18.85,11.1084668118201,,,1
RR,2,18.95,11.11272841954598,,,1
RR,2,19.05,11.110821712598366,,,1
RR,2,19.15,11.114410870029852,,,1
RR,2,19.25,11.109550280572911,,,1
RR,2,19.35,11.107465887673191,,,1
RR,2,19.450000000000003,11.108579602756231,,,1
RR,2,19.55,11.111090040893751,,,1
RR,2,19.65,11.113736313618618,,,1
RR,2,19.75,11.112541675887917,,,1
RR,2,19.85,11.112027843520588,,,1
RR,2,19.950000000000003,11.111100900532216,,,1
RR,2,20.05,11.111100900532216,,,1
RR,2,20.15,11.110579399025076,,,1
RR,2,20.25,11.108398976313794,,,1
RR,2,20.35,11.109515232835925,,,1
RR,2,20.450000000000003,11.112248164784727,,,1
RR,2,20.55,11.112962858895647,,,1
RR,2,20.65,11.111989281778603,,,1
RR,2,20.75,11.110231625375617,,,1
RR,2,20.85,11.11064539565036,,,1
RR,2,20.950000000000003,11.112852170448994,,,1
RR,2,21.05,11.111795972255512,,,1
RR,2,21.15,11.111271474724148,,,1
RR,2,21.25,11.11120832905973,,,1
RR,2,21.35,11.110562874608162,,,1
RR,2,21.450000000000003,11.11067360186478,,,1
RR,2,21.55,11.109443491518965,,,1
RR,2,21.65,11.108852391126474,,,1
RR,2,21.75,11.113403864148651,,,1
RR,2,21.85,11.109599621523008,,,1
RR,2,21.950000000000003,11.114798273692864,,,1
RR,2,22.05,11.110517891540342,,,1
RR,2,22.15,11.114382192494633,,,1
RR,2,22.25,11.11042009516884,,,1
RR,2,22.35,11.11102251932364,,,1
RR,2,22.450000000000003,11.108739542602978,,,1
RR,2,22.55,11.109341966757777,,,1
RR,2,22.65,11.111230647891745,,,1
RR,2,22.75,11.112015549963996,,,1
RR,2,22.85,11.112867759743954,,,1
RR,2,22.950000000000003,11.11183128838995,,,1
RR,2,23.05,11.110976551672168,,,1
RR,2,23.15,11.110124341892211,,,1
RR,2,23.25,11.110229408851382,,,1
RR,2,23.35,11.111465963695444,,,1
RR,2,23.450000000000003,11.111465963695444,,,1
RR,2,23.55,11.110508686956312,,,1
RR,2,23.65,11.113166440580423,,,1
RR,2,23.75,11.111327461581563,,,1
RR,2,23.85,11.113823218794304,,,1
RR,2,23.950000000000003,11.10732090374593,,,1
RR,2,24.05,11.109752096320692,,,1
RR,2,24.15,11.106653914953156,,,1
RR,2,24.25,11.114545748515996,,,1
RR,2,24.35,11.113432033432952,,,1
RR,2,24.450000000000003,11.112446248452372,,,1
RR,2,24.55,11.107413191333212,,,1
RR,2,24.65,11.108891969579489,,,1
RR,2,24.75,11.111999335279142,,,1
RR,2,24.85,11.111226692997064,,,1
RR,2,24.950000000000003,11.11026941625793,,,1
RR,2,25.05,11.109449071713222,,,1
RR,2,25.15,11.114783591299046,,,1
RR,2,25.25,11.113656475138455,,,1
RR,2,25.35,11.113914939858022,,,1
RR,2,25.450000000000003,11.107447211591818,,,1
RR,2,25.55,11.109666221532985,,,1
RR,2,25.65,11.109666221532985,,,1
RR,2,25.75,11.11228676660636,,,1
RR,2,25.85,11.109606663690403,,,1
RR,2,25.950000000000003,11.109241600527175,,,1
RR,2,26.05,11.108796602307171,,,1
RR,2,26.15,11.111083623462116,,,1
RR,2,26.25,11.113936257869993,,,1
RR,2,26.35,11.111433142882452,,,1
RR,2,26.450000000000003,11.113230088075625,,,1
RR,2,26.55,11.10838761605271,,,1
RR,2,26.65,11.113166521023848,,,1
RR,2,26.75,11.110211019061396,,,1
RR,2,26.85,11.112700536881102,,,1
RR,2,26.950000000000003,11.108026174931508,,,1
RR,2,27.05,11.1100050762455,,,1
RR,2,27.15,11.110801863598889,,,1
RR,2,27.25,11.111168480222387,,,1
RR,2,27.35,11.114468716896504,,,1
RR,2,27.450000000000003,11.11028884881314,,,1
RR,2,27.55,11.115158473964378,,,1
RR,2,27.65,11.108500101727126,,,1
RR,2,27.75,11.110269787169386,,,1
RR,2,27.85,11.111545878683378,,,1
RR,2,27.950000000000003,11.11251134265778,,,1
RR,2,28.05,11.11215932914046,,,1
RR,2,28.15,11.108761656907395,,,1
RR,2,28.25,11.109635171931854,,,1
RR,2,28.35,11.11300444416905,,,1
RR,2,28.450000000000003,11.11161026255366,,,1
RR,2,28.55,11.114106019766396,,,1
RR,2,28.65,11.11002205341828,,,1
RR,2,28.75,11.112717471208038,,,1
RR,2,28.85,11.1102217139953,,,1
RR,2,28.950000000000003,11.112901816911252,,,1
RR,2,29.05,11.108092345953056,,,1
RR,2,29.15,11.10677383270859,,,1
RR,2,29.25,11.109359896925737,,,1
RR,2,29.35,11.111286768303218,,,1
RR,2,29.450000000000003,11.11042149398654,,,1
RR,2,29.55,11.107335749564724,,,1
RR,2,29.65,11.112015294338606,,,1
RR,2,29.75,11.114199081899754,,,1
RR,2,29.85,11.114950737592247,,,1
RR,2,29.950000000000003,11.112454980379509,,,1
RR,2,30.05,11.11185255622471,,,1
RR,2,30.15,11.109190173711845,,,1
RR,2,30.25,11.106502435175052,,,1
RR,2,30.35,11.10510173343922,,,1
RR,3,0.45,11.113164072689331,,,1
RR,3,0.55,11.111082128124124,,,1
RR,3,0.65,11.109100203278716,,,1
RR,3,0.75,11.112377510268743,,,1
RR,3,0.8500000000000001,11.109328148728814,,,1
RR,3,0.95,11.11033347292576,,,1
RR,3,1.05,11.108697114463654,,,1
RR,3,1.15,11.113736313618618,,,1
RR,3,1.25,11.111695655547203,,,1
RR,3,1.35,11.110770757286012,,,1
RR,3,1.4500000000000002,11.108181937939918,,,1
RR,3,1.55,11.108703439447057,,,1
RR,3,1.65,11.111169834810234,,,1
RR,3,1.75,11.111847927335958,,,1
RR,3,1.85,11.11230170137464,,,1
RR,3,1.95,11.113422790176084,,,1
RR,3,2.0500000000000003,11.111390834833584,,,1
RR,3,2.15,11.11202895457548,,,1
RR,3,2.25,11.109551348324288,,,1
RR,3,2.35,11.114648846960169,,,1
RR,3,2.45,11.114149166755498,,,1
RR,3,2.5500000000000003,11.111453748965742,,,1
RR,3,2.6500000000000004,11.111595400050788,,,1
RR,3,2.75,11.109876070314296,,,1
RR,3,2.85,11.111270251929684,,,1
RR,3,2.95,11.10989540316305,,,1
RR,3,3.0500000000000003,11.10798420619509,,,1
RR,3,3.1500000000000004,11.11253153691196,,,1
RR,3,3.25,11.11149620303749,,,1
RR,3,3.35,11.11253791039585,,,1
RR,3,3.45,11.110648333303097,,,1
RR,3,3.5500000000000003,11.110567410655436,,,1
RR,3,3.65,11.1140831729899,,,1
RR,3,3.75,11.112620057096493,,,1
RR,3,3.85,11.11270097974415,,,1
RR,3,3.95,11.110722078430165,,,1
RR,3,4.05,11.110129864854256,,,1
RR,3,4.15,11.108360179411996,,,1
RR,3,4.25,11.110339080725987,,,1
RR,3,4.3500000000000005,11.11160964803429,,,1
RR,3,4.45,11.11329841082889,,,1
RR,3,4.55,11.111779254264617,,,1
