figure,panel,scheduler,ue,time_s,rbg_share_pct
fig06,(a) RR,RR,8,18.95,11.113739237317771
fig06,(a) RR,RR,8,19.05,11.111832530370158
fig06,(a) RR,RR,8,19.15,11.109255699393705
fig06,(a) RR,RR,8,19.25,11.109550280572911
fig06,(a) RR,RR,8,19.35,11.11253791039585
fig06,(a) RR,RR,8,19.450000000000003,11.10832170329576
fig06,(a) RR,RR,8,19.55,11.110832141433278
fig06,(a) RR,RR,8,19.65,11.108406391435482
fig06,(a) RR,RR,8,19.75,11.112541675887917
fig06,(a) RR,RR,8,19.85,11.112027843520586
fig06,(a) RR,RR,8,19.950000000000003,11.111100900532216
fig06,(a) RR,RR,8,20.05,11.111100900532216
fig06,(a) RR,RR,8,20.15,11.110579399025076
fig06,(a) RR,RR,8,20.25,11.113163603719933
fig06,(a) RR,RR,8,20.35,11.109655368936105
fig06,(a) RR,RR,8,20.450000000000003,11.112388300884907
fig06,(a) RR,RR,8,20.55,11.10833836758969
fig06,(a) RR,RR,8,20.65,11.111989281778603
fig06,(a) RR,RR,8,20.75,11.11023162537562
fig06,(a) RR,RR,8,20.85,11.11064539565036
fig06,(a) RR,RR,8,20.950000000000003,11.112852170448994
fig06,(a) RR,RR,8,21.05,11.111795972255514
fig06,(a) RR,RR,8,21.15,11.111271474724148
fig06,(a) RR,RR,8,21.25,11.11120832905973
fig06,(a) RR,RR,8,21.35,11.110562874608158
fig06,(a) RR,RR,8,21.450000000000003,11.110673601864782
fig06,(a) RR,RR,8,21.55,11.10944349151896
fig06,(a) RR,RR,8,21.65,11.114369328123052
fig06,(a) RR,RR,8,21.75,11.113403864148651
fig06,(a) RR,RR,8,21.85,11.113907366849103
fig06,(a) RR,RR,8,21.950000000000003,11.107541670314587
fig06,(a) RR,RR,8,22.05,11.10877822515865
fig06,(a) RR,RR,8,22.15,11.108334780786846
fig06,(a) RR,RR,8,22.25,11.11042009516884
fig06,(a) RR,RR,8,22.35,11.11102251932364
fig06,(a) RR,RR,8,22.450000000000003,11.11272011739798
fig06,(a) RR,RR,8,22.55,11.113322541552778
fig06,(a) RR,RR,8,22.65,11.11096169013532
fig06,(a) RR,RR,8,22.75,11.107766017412574
fig06,(a) RR,RR,8,22.85,11.108618227192537
fig06,(a) RR,RR,8,22.950000000000003,11.11183128838995
fig06,(a) RR,RR,8,23.05,11.110976551672168
fig06,(a) RR,RR,8,23.15,11.110124341892211
fig06,(a) RR,RR,8,23.25,11.110229408851382
fig06,(a) RR,RR,8,23.35,11.111465963695444
fig06,(a) RR,RR,8,23.450000000000003,11.111465963695444
fig06,(a) RR,RR,8,23.55,11.110508686956312
fig06,(a) RR,RR,8,23.65,11.113166440580423
fig06,(a) RR,RR,8,23.75,11.111327461581563
fig06,(a) RR,RR,8,23.85,11.113823218794304
fig06,(a) RR,RR,8,23.950000000000003,11.113038456633292
fig06,(a) RR,RR,8,24.05,11.11013972702492
fig06,(a) RR,RR,8,24.15,11.112463363050573
fig06,(a) RR,RR,8,24.25,11.110208553461192
fig06,(a) RR,RR,8,24.35,11.114424760561285
fig06,(a) RR,RR,8,24.450000000000003,11.108017158187511
fig06,(a) RR,RR,8,24.55,11.11217781873935
fig06,(a) RR,RR,8,24.65,11.109348851659528
fig06,(a) RR,RR,8,24.75,11.11245621735918
fig06,(a) RR,RR,8,24.85,11.111168480222387
fig06,(a) RR,RR,8,24.950000000000003,11.11451894880935
fig06,(a) RR,RR,8,25.05,11.10740929608854
fig06,(a) RR,RR,8,25.15,11.108494283122946
fig06,(a) RR,RR,8,25.25,11.107367166962357
fig06,(a) RR,RR,8,25.35,11.113914939858022
fig06,(a) RR,RR,8,25.450000000000003,11.11268830173857
fig06,(a) RR,RR,8,25.55,11.109993789667152
fig06,(a) RR,RR,8,25.65,11.109993789667152
fig06,(a) RR,RR,8,25.75,11.10737324459378
fig06,(a) RR,RR,8,25.85,11.116753604799612
fig06,(a) RR,RR,8,25.950000000000003,11.111058619453246
fig06,(a) RR,RR,8,26.05,11.116546930833332
fig06,(a) RR,RR,8,26.15,11.111687010879075
fig06,(a) RR,RR,8,26.25,11.115440477205226
fig06,(a) RR,RR,8,26.35,11.111917574630173
fig06,(a) RR,RR,8,26.450000000000003,11.109222156840415
fig06,(a) RR,RR,8,26.55,11.10880877508236
fig06,(a) RR,RR,8,26.65,11.10867415804092
fig06,(a) RR,RR,8,26.75,11.110211019061396
fig06,(a) RR,RR,8,26.85,11.112700536881102
fig06,(a) RR,RR,8,26.950000000000003,11.114716928310338
fig06,(a) RR,RR,8,27.05,11.109859625085088
fig06,(a) RR,RR,8,27.15,11.11065641243848
fig06,(a) RR,RR,8,27.25,11.108640021009244
fig06,(a) RR,RR,8,27.35,11.113354644829409
fig06,(a) RR,RR,8,27.450000000000003,11.109174776746045
fig06,(a) RR,RR,8,27.55,11.109736656571188
fig06,(a) RR,RR,8,27.65,11.108500101727126
fig06,(a) RR,RR,8,27.75,11.110269787169386
fig06,(a) RR,RR,8,27.85,11.111545878683378
fig06,(a) RR,RR,8,27.950000000000003,11.11251134265778
fig06,(a) RR,RR,8,28.05,11.11215932914046
fig06,(a) RR,RR,8,28.15,11.108761656907395
fig06,(a) RR,RR,8,28.25,11.109635171931853
fig06,(a) RR,RR,8,28.35,11.11300444416905
fig06,(a) RR,RR,8,28.450000000000003,11.11161026255366
fig06,(a) RR,RR,8,28.55,11.114106019766396
fig06,(a) RR,RR,8,28.65,11.110022053418282
fig06,(a) RR,RR,8,28.75,11.112717471208038
fig06,(a) RR,RR,8,28.85,11.1102217139953
fig06,(a) RR,RR,8,28.950000000000003,11.112901816911252
fig06,(a) RR,RR,8,29.05,11.108092345953056
fig06,(a) RR,RR,8,29.15,11.112707142308686
fig06,(a) RR,RR,8,29.25,11.109776269529254
fig06,(a) RR,RR,8,29.35,11.111703140906734
fig06,(a) RR,RR,8,29.450000000000003,11.111455919673398
fig06,(a) RR,RR,8,29.55,11.11388711224816
fig06,(a) RR,RR,8,29.65,11.112951203293385
fig06,(a) RR,RR,8,29.75,11.108583628171091
fig06,(a) RR,RR,8,29.85,11.109335283863588
fig06,(a) RR,RR,8,29.950000000000003,11.112454980379509
fig06,(a) RR,RR,8,30.05,11.11185255622471
fig06,(a) RR,RR,8,30.15,11.109190173711848
fig06,(a) RR,RR,8,30.25,11.111340364541284
fig06,(a) RR,RR,8,30.35,11.112358627488566
fig06,(a) RR,RR,9,0.45,11.106425528214938
fig06,(a) RR,RR,9,0.55,11.110782637258596
fig06,(a) RR,RR,9,0.65,11.113293075396117
fig06,(a) RR,RR,9,0.75,11.111732453019911
fig06,(a) RR,RR,9,0.8500000000000001,11.110207772249948
fig06,(a) RR,RR,9,0.95,11.111213096446894
fig06,(a) RR,RR,9,1.05,11.10979017604506
fig06,(a) RR,RR,9,1.15,11.109111822312665
fig06,(a) RR,RR,9,1.25,11.107071164241248
fig06,(a) RR,RR,9,1.35,11.114470350330777
fig06,(a) RR,RR,9,1.4500000000000002,11.111881530984684
fig06,(a) RR,RR,9,1.55,11.11240303249182
fig06,(a) RR,RR,9,1.65,11.111169834810234
fig06,(a) RR,RR,9,1.75,11.111847927335958
fig06,(a) RR,RR,9,1.85,11.11230170137464
fig06,(a) RR,RR,9,1.95,11.108658162769949
fig06,(a) RR,RR,9,2.0500000000000003,11.110933952753545
fig06,(a) RR,RR,9,2.15,11.11157207249544
fig06,(a) RR,RR,9,2.25,11.113859093650383
fig06,(a) RR,RR,9,2.35,11.109407756813418
fig06,(a) RR,RR,9,2.45,11.108908076608747
fig06,(a) RR,RR,9,2.5500000000000003,11.11070502180192
fig06,(a) RR,RR,9,2.6500000000000004,11.111838230482295
fig06,(a) RR,RR,9,2.75,11.110118900745803
fig06,(a) RR,RR,9,2.85,11.107020719378264
fig06,(a) RR,RR,9,2.95,11.10989540316305
fig06,(a) RR,RR,9,3.0500000000000003,11.112541675887917
fig06,(a) RR,RR,9,3.1500000000000004,11.112016983882125
fig06,(a) RR,RR,9,3.25,11.110981650007654
fig06,(a) RR,RR,9,3.35,11.111958250656118
fig06,(a) RR,RR,9,3.45,11.10897470787808
fig06,(a) RR,RR,9,3.5500000000000003,11.114315602623613
fig06,(a) RR,RR,9,3.65,11.108781532282324
fig06,(a) RR,RR,9,3.75,11.113484404796855
fig06,(a) RR,RR,9,3.85,11.108143510051326
fig06,(a) RR,RR,9,3.95,11.11072207843016
fig06,(a) RR,RR,9,4.05,11.110129864854258
fig06,(a) RR,RR,9,4.15,11.113515350048145
fig06,(a) RR,RR,9,4.25,11.11093678166931
fig06,(a) RR,RR,9,4.3500000000000005,11.112207348977613
fig06,(a) RR,RR,9,4.45,11.108740941136064
fig06,(a) RR,RR,9,4.55,11.111779254264611
fig06,(a) RR,RR,9,4.65,11.110508686956312
fig06,(a) RR,RR,9,4.75,11.11050868695631
fig06,(a) RR,RR,9,4.8500000000000005,11.11185255622471
fig06,(a) RR,RR,9,4.95,11.113741237358672
fig06,(a) RR,RR,9,5.050000000000001,11.113822160006334
fig06,(a) RR,RR,9,5.15,11.109439977609386
fig06,(a) RR,RR,9,5.25,11.11122925447314
fig06,(a) RR,RR,9,5.3500000000000005,11.11122925447314
fig06,(a) RR,RR,9,5.45,11.115224844340824
fig06,(a) RR,RR,9,5.550000000000001,11.112060718710431
fig06,(a) RR,RR,9,5.65,11.10784451161034
fig06,(a) RR,RR,9,5.75,11.110063653141966
fig06,(a) RR,RR,9,5.8500000000000005,11.10796161163926
fig06,(a) RR,RR,9,5.95,11.112699320246492
fig06,(a) RR,RR,9,6.050000000000001,11.111578231445046
fig06,(a) RR,RR,9,6.15,11.113166440580423
fig06,(a) RR,RR,9,6.25,11.11080558916297
fig06,(a) RR,RR,9,6.3500000000000005,11.112195107677437
fig06,(a) RR,RR,9,6.45,11.10884463909047
fig06,(a) RR,RR,9,6.550000000000001,11.110794424614063
fig06,(a) RR,RR,9,6.65,11.108441470410858
fig06,(a) RR,RR,9,6.75,11.114587187076088
fig06,(a) RR,RR,9,6.8500000000000005,11.114587187076088
fig06,(a) RR,RR,9,6.95,11.109048307716456
fig06,(a) RR,RR,9,7.050000000000001,11.109612732809182
fig06,(a) RR,RR,9,7.15,11.108184819704183
fig06,(a) RR,RR,9,7.25,11.111918731793892
fig06,(a) RR,RR,9,7.35,11.110709249452333
fig06,(a) RR,RR,9,7.45,11.109860489914398
fig06,(a) RR,RR,9,7.550000000000001,11.11306932061649
fig06,(a) RR,RR,9,7.65,11.11045938503734
fig06,(a) RR,RR,9,7.75,11.113147123574135
fig06,(a) RR,RR,9,7.85,11.112170522925672
fig06,(a) RR,RR,9,7.95,11.110525412194766
fig06,(a) RR,RR,9,8.05,11.109651897170304
fig06,(a) RR,RR,9,8.15,11.110282931435464
fig06,(a) RR,RR,9,8.25,11.113731656184486
fig06,(a) RR,RR,9,8.35,11.110783542976938
fig06,(a) RR,RR,9,8.450000000000001,11.109903919455803
fig06,(a) RR,RR,9,8.55,11.112238008185129
fig06,(a) RR,RR,9,8.65,11.116059636417134
fig06,(a) RR,RR,9,8.75,11.112101330572036
fig06,(a) RR,RR,9,8.85,11.107549857549856
fig06,(a) RR,RR,9,8.950000000000001,11.112164653905486
fig06,(a) RR,RR,9,9.05,11.11345476840315
fig06,(a) RR,RR,9,9.15,11.114328283427604
fig06,(a) RR,RR,9,9.25,11.110918335381577
fig06,(a) RR,RR,9,9.35,11.110918335381577
fig06,(a) RR,RR,9,9.45,11.110918335381577
fig06,(a) RR,RR,9,9.55,11.109713487071977
fig06,(a) RR,RR,9,9.65,11.10927213211225
fig06,(a) RR,RR,9,9.75,11.112631805283243
fig06,(a) RR,RR,9,9.85,11.110635199513055
fig06,(a) RR,RR,9,9.95,11.115650596782674
fig06,(a) RR,RR,9,10.05,11.110107136050535
fig06,(a) RR,RR,9,10.15,11.112103741820723
fig06,(a) RR,RR,9,10.25,11.109626135569531
fig06,(a) RR,RR,9,10.35,11.109970944131817
fig06,(a) RR,RR,9,10.45,11.10898670185074
fig06,(a) RR,RR,9,10.55,11.110438080660607
fig06,(a) RR,RR,9,10.65,11.11167463550467
fig06,(a) RR,RR,9,10.75,11.114178034350024
fig06,(a) RR,RR,9,10.85,11.111425419365789
fig06,(a) RR,RR,9,10.95,11.110031237750396
fig06,(a) RR,RR,9,11.05,11.11100783839886
fig06,(a) RR,RR,9,11.15,11.110291749309193
fig06,(a) RR,RR,9,11.25,11.109600616542588
fig06,(a) RR,RR,9,11.35,11.112480336403442
fig06,(a) RR,RR,9,11.45,11.113798849647909
fig06,(a) RR,RR,9,11.55,11.114898379049322
fig06,(a) RR,RR,9,11.65,11.108204388731266
fig06,(a) RR,RR,9,11.75,11.10929628251184
fig06,(a) RR,RR,9,11.85,11.109565978402754
fig06,(a) RR,RR,9,11.95,11.113858159815589
fig06,(a) RR,RR,9,12.05,11.11007852749822
fig06,(a) RR,RR,9,12.15,11.112740910011082
fig06,(a) RR,RR,9,12.25,11.10836961780358
fig06,(a) RR,RR,9,12.35,11.112149250120948
fig06,(a) RR,RR,9,12.45,11.109407756813418
fig06,(a) RR,RR,9,12.55,11.11448333885027
fig06,(a) RR,RR,9,12.65,11.113391445069697
fig06,(a) RR,RR,9,12.75,11.113200859973452
fig06,(a) RR,RR,9,12.85,11.11238688566248
fig06,(a) RR,RR,9,12.95,11.108892825564649
fig06,(a) RR,RR,9,13.05,11.112369715833992
fig06,(a) RR,RR,9,13.15,11.10578864693678
fig06,(a) RR,RR,9,13.25,11.11207795511288
fig06,(a) RR,RR,9,13.35,11.107069577462994
fig06,(a) RR,RR,9,13.45,11.10946814942899
fig06,(a) RR,RR,9,13.55,11.112377489265551
fig06,(a) RR,RR,9,13.65,11.114178672537008
fig06,(a) RR,RR,9,13.75,11.112003125683644
fig06,(a) RR,RR,9,13.85,11.110243444330882
fig06,(a) RR,RR,9,13.95,11.1093781700142
fig06,(a) RR,RR,9,14.05,11.112269805957236
fig06,(a) RR,RR,9,14.15,11.110475090224602
fig06,(a) RR,RR,9,14.25,11.110819898786888
fig06,(a) RR,RR,9,14.35,11.109653178588353
fig06,(a) RR,RR,9,14.45,11.113207575673748
fig06,(a) RR,RR,9,14.55,11.113648930633474
fig06,(a) RR,RR,9,14.65,11.117165105035724
fig06,(a) RR,RR,9,14.75,11.111460517120896
fig06,(a) RR,RR,9,14.85,11.110497289742574
fig06,(a) RR,RR,9,14.95,11.108750259693656
fig06,(a) RR,RR,9,15.05,11.106566472132508
fig06,(a) RR,RR,9,15.15,11.111077514379405
fig06,(a) RR,RR,9,15.25,11.1110775143794
fig06,(a) RR,RR,9,15.35,11.110970114991147
fig06,(a) RR,RR,9,15.45,11.11131568137445
fig06,(a) RR,RR,9,15.55,11.11182951374178
fig06,(a) RR,RR,9,15.65,11.113136458410096
fig06,(a) RR,RR,9,15.75,11.11064070119736
fig06,(a) RR,RR,9,15.85,11.10828788983117
fig06,(a) RR,RR,9,15.95,11.10978596447958
fig06,(a) RR,RR,9,16.05,11.111841293948894
fig06,(a) RR,RR,9,16.150000000000002,11.113158771440617
fig06,(a) RR,RR,9,16.25,11.11132642582882
fig06,(a) RR,RR,9,16.35,11.109784928726834
fig06,(a) RR,RR,9,16.45,11.110306430233974
fig06,(a) RR,RR,9,16.55,11.11162494347844
fig06,(a) RR,RR,9,16.650000000000002,11.11478906910883
fig06,(a) RR,RR,9,16.75,11.113200859973452
fig06,(a) RR,RR,9,16.85,11.11008116345753
fig06,(a) RR,RR,9,16.95,11.11008116345753
fig06,(a) RR,RR,9,17.05,11.106931663985677
fig06,(a) RR,RR,9,17.150000000000002,11.110750172521165
fig06,(a) RR,RR,9,17.25,11.109867462601713
fig06,(a) RR,RR,9,17.35,11.115197384784848
fig06,(a) RR,RR,9,17.45,11.11337145660469
fig06,(a) RR,RR,9,17.55,11.110054707019282
fig06,(a) RR,RR,9,17.650000000000002,11.108940991936242
fig06,(a) RR,RR,9,17.75,11.110068108096833
fig06,(a) RR,RR,9,17.85,11.108820465250638
fig06,(a) RR,RR,9,17.95,11.115046554672608
fig06,(a) RR,RR,9,18.05,11.11452505316547
fig06,(a) RR,RR,9,18.15,11.11294372893184
fig06,(a) RR,RR,9,18.25,11.110917099014728
fig06,(a) RR,RR,9,18.35,11.111438600521868
fig06,(a) RR,RR,9,18.45,11.113019924755497
fig06,(a) RR,RR,9,18.55,11.108214850597186
fig06,(a) RR,RR,9,18.65,11.111010098675452
fig06,(a) RR,RR,9,18.75,11.110488056079388
fig06,(a) RR,RR,9,18.85,11.113670501709294
fig06,(a) RR,RR,9,18.95,11.108584066681628
fig06,(a) RR,RR,9,19.05,11.111832530370158
fig06,(a) RR,RR,9,19.15,11.109255699393705
fig06,(a) RR,RR,9,19.25,11.109550280572911
fig06,(a) RR,RR,9,19.35,11.11253791039585
fig06,(a) RR,RR,9,19.450000000000003,11.113651625478894
fig06,(a) RR,RR,9,19.55,11.11153757231046
fig06,(a) RR,RR,9,19.65,11.109111822312665
fig06,(a) RR,RR,9,19.75,11.10791718458196
fig06,(a) RR,RR,9,19.85,11.112027843520588
fig06,(a) RR,RR,9,19.950000000000003,11.111100900532216
fig06,(a) RR,RR,9,20.05,11.111100900532216
fig06,(a) RR,RR,9,20.15,11.110579399025076
fig06,(a) RR,RR,9,20.25,11.113163603719933
fig06,(a) RR,RR,9,20.35,11.11427986024206
fig06,(a) RR,RR,9,20.450000000000003,11.113032217395864
fig06,(a) RR,RR,9,20.55,11.108982284100648
fig06,(a) RR,RR,9,20.65,11.108008706983604
fig06,(a) RR,RR,9,20.75,11.11023162537562
fig06,(a) RR,RR,9,20.85,11.11064539565036
fig06,(a) RR,RR,9,20.950000000000003,11.112852170448994
fig06,(a) RR,RR,9,21.05,11.111795972255514
fig06,(a) RR,RR,9,21.15,11.111271474724148
fig06,(a) RR,RR,9,21.25,11.11120832905973
fig06,(a) RR,RR,9,21.35,11.110562874608158
fig06,(a) RR,RR,9,21.450000000000003,11.110673601864782
fig06,(a) RR,RR,9,21.55,11.10944349151896
fig06,(a) RR,RR,9,21.65,11.114369328123052
fig06,(a) RR,RR,9,21.75,11.113403864148651
fig06,(a) RR,RR,9,21.85,11.113907366849103
fig06,(a) RR,RR,9,21.950000000000003,11.107541670314587
fig06,(a) RR,RR,9,22.05,11.10877822515865
fig06,(a) RR,RR,9,22.15,11.108334780786846
fig06,(a) RR,RR,9,22.25,11.11042009516884
fig06,(a) RR,RR,9,22.35,11.11102251932364
fig06,(a) RR,RR,9,22.450000000000003,11.11272011739798
fig06,(a) RR,RR,9,22.55,11.113322541552778
fig06,(a) RR,RR,9,22.65,11.11096169013532
fig06,(a) RR,RR,9,22.75,11.112195107677437
fig06,(a) RR,RR,9,22.85,11.109212373447578
fig06,(a) RR,RR,9,22.950000000000003,11.112425434644992
fig06,(a) RR,RR,9,23.05,11.107141607662353
fig06,(a) RR,RR,9,23.15,11.110124341892211
fig06,(a) RR,RR,9,23.25,11.110229408851382
fig06,(a) RR,RR,9,23.35,11.111465963695444
fig06,(a) RR,RR,9,23.450000000000003,11.111465963695444
fig06,(a) RR,RR,9,23.55,11.110508686956312
fig06,(a) RR,RR,9,23.65,11.113166440580423
fig06,(a) RR,RR,9,23.75,11.111327461581563
fig06,(a) RR,RR,9,23.85,11.113823218794304
fig06,(a) RR,RR,9,23.950000000000003,11.113038456633292
fig06,(a) RR,RR,9,24.05,11.115469649208055
fig06,(a) RR,RR,9,24.15,11.112371467840518
fig06,(a) RR,RR,9,24.25,11.110116658251137
fig06,(a) RR,RR,9,24.35,11.109002943168091
fig06,(a) RR,RR,9,24.450000000000003,11.108017158187511
fig06,(a) RR,RR,9,24.55,11.11217781873935
fig06,(a) RR,RR,9,24.65,11.109348851659528
fig06,(a) RR,RR,9,24.75,11.11245621735918
fig06,(a) RR,RR,9,24.85,11.11116848022239
fig06,(a) RR,RR,9,24.950000000000003,11.11451894880935
fig06,(a) RR,RR,9,25.05,11.11369860426464
fig06,(a) RR,RR,9,25.15,11.108092837920216
fig06,(a) RR,RR,9,25.25,11.106965721759623
fig06,(a) RR,RR,9,25.35,11.107224186479192
fig06,(a) RR,RR,9,25.450000000000003,11.11268830173857
fig06,(a) RR,RR,9,25.55,11.114907311679731
fig06,(a) RR,RR,9,25.65,11.110599566353637
fig06,(a) RR,RR,9,25.75,11.107979021280263
fig06,(a) RR,RR,9,25.85,11.112445859473516
fig06,(a) RR,RR,9,25.950000000000003,11.116388541636384
fig06,(a) RR,RR,9,26.05,11.115943543416376
fig06,(a) RR,RR,9,26.15,11.111083623462116
fig06,(a) RR,RR,9,26.25,11.109507167605132
fig06,(a) RR,RR,9,26.35,11.11191757463017
fig06,(a) RR,RR,9,26.450000000000003,11.109222156840415
fig06,(a) RR,RR,9,26.55,11.10880877508236
fig06,(a) RR,RR,9,26.65,11.10867415804092
fig06,(a) RR,RR,9,26.75,11.110211019061396
fig06,(a) RR,RR,9,26.85,11.112700536881102
fig06,(a) RR,RR,9,26.950000000000003,11.114716928310338
fig06,(a) RR,RR,9,27.05,11.109859625085088
fig06,(a) RR,RR,9,27.15,11.11065641243848
fig06,(a) RR,RR,9,27.25,11.108640021009244
fig06,(a) RR,RR,9,27.35,11.113354644829409
fig06,(a) RR,RR,9,27.450000000000003,11.109174776746045
fig06,(a) RR,RR,9,27.55,11.109736656571188
fig06,(a) RR,RR,9,27.65,11.108500101727126
fig06,(a) RR,RR,9,27.75,11.114963300733642
fig06,(a) RR,RR,9,27.85,11.112046520130232
fig06,(a) RR,RR,9,27.950000000000003,11.113011984104636
fig06,(a) RR,RR,9,28.05,11.10796645702306
fig06,(a) RR,RR,9,28.15,11.108761656907395
fig06,(a) RR,RR,9,28.25,11.109635171931854
fig06,(a) RR,RR,9,28.35,11.11300444416905
fig06,(a) RR,RR,9,28.450000000000003,11.11161026255366
fig06,(a) RR,RR,9,28.55,11.114106019766396
fig06,(a) RR,RR,9,28.65,11.11002205341828
fig06,(a) RR,RR,9,28.75,11.112717471208038
fig06,(a) RR,RR,9,28.85,11.1102217139953
fig06,(a) RR,RR,9,28.950000000000003,11.112901816911252
fig06,(a) RR,RR,9,29.05,11.114258334360995
fig06,(a) RR,RR,9,29.15,11.112939821116532
fig06,(a) RR,RR,9,29.25,11.110008948337098
fig06,(a) RR,RR,9,29.35,11.10576983130664
fig06,(a) RR,RR,9,29.450000000000003,11.111455919673396
fig06,(a) RR,RR,9,29.55,11.113887112248165
fig06,(a) RR,RR,9,29.65,11.112951203293385
fig06,(a) RR,RR,9,29.75,11.108583628171091
fig06,(a) RR,RR,9,29.85,11.109335283863585
fig06,(a) RR,RR,9,29.950000000000003,11.112454980379509
fig06,(a) RR,RR,9,30.05,11.11185255622471
fig06,(a) RR,RR,9,30.15,11.109190173711848
fig06,(a) RR,RR,9,30.25,11.111340364541284
fig06,(a) RR,RR,9,30.35,11.112358627488568
fig06,(b) PF,PF,1,0.45,11.802164261931187
fig06,(b) PF,PF,1,0.55,11.41878222509448
fig06,(b) PF,PF,1,0.65,11.623830902616666
fig06,(b) PF,PF,1,0.75,11.154643227546636
fig06,(b) PF,PF,1,0.8500000000000001,11.525954822469032
fig06,(b) PF,PF,1,0.95,11.260747545001538
fig06,(b) PF,PF,1,1.05,11.513286583067206
fig06,(b) PF,PF,1,1.15,11.4577974110845
fig06,(b) PF,PF,1,1.25,11.72103246780029
fig06,(b) PF,PF,1,1.35,11.767684804397694
fig06,(b) PF,PF,1,1.4500000000000002,11.601263175711914
fig06,(b) PF,PF,1,1.55,11.637779411364315
fig06,(b) PF,PF,1,1.65,11.517533828854582
fig06,(b) PF,PF,1,1.75,11.539773689076396
fig06,(b) PF,PF,1,1.85,11.32019243175929
fig06,(b) PF,PF,1,1.95,10.985055642561797
fig06,(b) PF,PF,1,2.0500000000000003,11.630701355885932
fig06,(b) PF,PF,1,2.15,11.41086506607114
fig06,(b) PF,PF,1,2.25,11.966876368595976
fig06,(b) PF,PF,1,2.35,11.224305847235604
fig06,(b) PF,PF,1,2.45,11.535118493287577
fig06,(b) PF,PF,1,2.5500000000000003,10.962342212964126
fig06,(b) PF,PF,1,2.6500000000000004,11.439084504542455
fig06,(b) PF,PF,1,2.75,11.562154511145524
fig06,(b) PF,PF,1,2.85,11.396186656498424
fig06,(b) PF,PF,1,2.95,11.19937621609463
fig06,(b) PF,PF,1,3.0500000000000003,10.849208113359056
fig06,(b) PF,PF,1,3.1500000000000004,11.701159795499416
fig06,(b) PF,PF,1,3.25,11.828161648080444
fig06,(b) PF,PF,1,3.35,11.967856858530372
fig06,(b) PF,PF,1,3.45,11.719878421872693
fig06,(b) PF,PF,1,3.5500000000000003,11.554875941668394
fig06,(b) PF,PF,1,3.65,11.436951413366508
fig06,(b) PF,PF,1,3.75,11.28421107194692
fig06,(b) PF,PF,1,3.85,11.391930592991914
fig06,(b) PF,PF,1,3.95,11.357592416168378
fig06,(b) PF,PF,1,4.05,11.405510954652952
fig06,(b) PF,PF,1,4.15,11.412087514885172
fig06,(b) PF,PF,1,4.25,11.81939629284956
fig06,(b) PF,PF,1,4.3500000000000005,11.811656641268485
fig06,(b) PF,PF,1,4.45,11.43117690595004
fig06,(b) PF,PF,1,4.55,11.226282643998085
fig06,(b) PF,PF,1,4.65,11.491281584002325
fig06,(b) PF,PF,1,4.75,11.75020834399421
fig06,(b) PF,PF,1,4.8500000000000005,11.60632165163647
fig06,(b) PF,PF,1,4.95,11.5664574973676
fig06,(b) PF,PF,1,5.050000000000001,11.030743211653313
fig06,(b) PF,PF,1,5.15,11.328275867676531
fig06,(b) PF,PF,1,5.25,11.203961133206418
fig06,(b) PF,PF,1,5.3500000000000005,11.44792140075159
fig06,(b) PF,PF,1,5.45,11.268276842839244
fig06,(b) PF,PF,1,5.550000000000001,11.283430167342935
fig06,(b) PF,PF,1,5.65,11.861405941859593
fig06,(b) PF,PF,1,5.75,11.752546373904009
fig06,(b) PF,PF,1,5.8500000000000005,11.84547068106285
fig06,(b) PF,PF,1,5.95,11.209406157419712
fig06,(b) PF,PF,1,6.050000000000001,11.574654423097174
fig06,(b) PF,PF,1,6.15,11.337490186568932
fig06,(b) PF,PF,1,6.25,11.38433779972493
fig06,(b) PF,PF,1,6.3500000000000005,11.427259551347602
fig06,(b) PF,PF,1,6.45,11.108322285429995
fig06,(b) PF,PF,1,6.550000000000001,11.9575590096234
fig06,(b) PF,PF,1,6.65,11.458570715704214
fig06,(b) PF,PF,1,6.75,11.661942590224848
fig06,(b) PF,PF,1,6.8500000000000005,11.067926467679513
fig06,(b) PF,PF,1,6.95,11.572210386637446
fig06,(b) PF,PF,1,7.050000000000001,11.584403541950712
fig06,(b) PF,PF,1,7.15,11.700942524025876
fig06,(b) PF,PF,1,7.25,11.7951392078452
fig06,(b) PF,PF,1,7.35,11.818176966732018
fig06,(b) PF,PF,1,7.45,11.566175962402378
fig06,(b) PF,PF,1,7.550000000000001,11.387758219932996
fig06,(b) PF,PF,1,7.65,11.425245611134264
fig06,(b) PF,PF,1,7.75,10.992654093637086
fig06,(b) PF,PF,1,7.85,11.39139728284701
fig06,(b) PF,PF,1,7.95,11.73668787451576
fig06,(b) PF,PF,1,8.05,12.045912193174043
fig06,(b) PF,PF,1,8.15,11.6817188219052
fig06,(b) PF,PF,1,8.25,11.495651222036464
fig06,(b) PF,PF,1,8.35,11.562200878318457
fig06,(b) PF,PF,1,8.450000000000001,11.623214003831173
fig06,(b) PF,PF,1,8.55,11.634638253492824
fig06,(b) PF,PF,1,8.65,11.722396041996554
fig06,(b) PF,PF,1,8.75,11.391293123349037
fig06,(b) PF,PF,1,8.85,11.369492543884684
fig06,(b) PF,PF,1,8.950000000000001,11.386931591600169
fig06,(b) PF,PF,1,9.05,11.717730678934831
