figure,panel,scheduler,time_s,value
fig05,(b) Largest individual allocation share.,PF,26.25,13.330695881517554
fig05,(b) Largest individual allocation share.,PF,26.35,13.34694326097248
fig05,(b) Largest individual allocation share.,PF,26.450000000000003,14.725459366136397
fig05,(b) Largest individual allocation share.,PF,26.55,15.031795737162795
fig05,(b) Largest individual allocation share.,PF,26.65,14.67301929348069
fig05,(b) Largest individual allocation share.,PF,26.75,13.733038076029995
fig05,(b) Largest individual allocation share.,PF,26.85,13.757001896805194
fig05,(b) Largest individual allocation share.,PF,26.950000000000003,14.436738143604607
fig05,(b) Largest individual allocation share.,PF,27.05,13.718012424878888
fig05,(b) Largest individual allocation share.,PF,27.15,14.346759934177202
fig05,(b) Largest individual allocation share.,PF,27.25,14.936338753862666
fig05,(b) Largest individual allocation share.,PF,27.35,15.58643338157906
fig05,(b) Largest individual allocation share.,PF,27.450000000000003,14.810489297946477
fig05,(b) Largest individual allocation share.,PF,27.55,13.461873597664775
fig05,(b) Largest individual allocation share.,PF,27.65,14.49650435557077
fig05,(b) Largest individual allocation share.,PF,27.75,14.069000429154974
fig05,(b) Largest individual allocation share.,PF,27.85,14.639515823034476
fig05,(b) Largest individual allocation share.,PF,27.950000000000003,13.148458527861536
fig05,(b) Largest individual allocation share.,PF,28.05,13.821357661535249
fig05,(b) Largest individual allocation share.,PF,28.15,13.805080516004002
fig05,(b) Largest individual allocation share.,PF,28.25,13.610266502507512
fig05,(b) Largest individual allocation share.,PF,28.35,12.913723353134174
fig05,(b) Largest individual allocation share.,PF,28.450000000000003,12.698428879611058
fig05,(b) Largest individual allocation share.,PF,28.55,13.686426727223145
fig05,(b) Largest individual allocation share.,PF,28.65,14.209808822321673
fig05,(b) Largest individual allocation share.,PF,28.75,13.614974143271622
fig05,(b) Largest individual allocation share.,PF,28.85,12.414835074231869
fig05,(b) Largest individual allocation share.,PF,28.950000000000003,11.91623843007364
fig05,(b) Largest individual allocation share.,PF,29.05,12.882053482283922
fig05,(b) Largest individual allocation share.,PF,29.15,13.313078358704145
fig05,(b) Largest individual allocation share.,PF,29.25,13.477654537297434
fig05,(b) Largest individual allocation share.,PF,29.35,13.352526418067788
fig05,(b) Largest individual allocation share.,PF,29.450000000000003,15.155873044732845
fig05,(b) Largest individual allocation share.,PF,29.55,17.20796410352384
fig05,(b) Largest individual allocation share.,PF,29.65,17.18562025303723
fig05,(b) Largest individual allocation share.,PF,29.75,15.19301285357497
fig05,(b) Largest individual allocation share.,PF,29.85,13.968467785931592
fig05,(b) Largest individual allocation share.,PF,29.950000000000003,15.206997133122
fig05,(b) Largest individual allocation share.,PF,30.05,15.326223623563934
fig05,(b) Largest individual allocation share.,PF,30.15,14.726463994154708
fig05,(b) Largest individual allocation share.,PF,30.25,13.101931639197362
fig05,(b) Largest individual allocation share.,PF,30.35,13.034829991671971
fig05,(b) Largest individual allocation share.,MR,0.45,19.96819635554375
fig05,(b) Largest individual allocation share.,MR,0.55,19.9407307050861
fig05,(b) Largest individual allocation share.,MR,0.65,19.40298055222939
fig05,(b) Largest individual allocation share.,MR,0.75,19.32314084974817
fig05,(b) Largest individual allocation share.,MR,0.8500000000000001,19.56745169485346
fig05,(b) Largest individual allocation share.,MR,0.95,21.53383934044312
fig05,(b) Largest individual allocation share.,MR,1.05,21.34275270447068
fig05,(b) Largest individual allocation share.,MR,1.15,21.85256665551711
fig05,(b) Largest individual allocation share.,MR,1.25,19.954543295229595
fig05,(b) Largest individual allocation share.,MR,1.35,19.211677876966952
fig05,(b) Largest individual allocation share.,MR,1.4500000000000002,17.76413374290733
fig05,(b) Largest individual allocation share.,MR,1.55,18.769198780991232
fig05,(b) Largest individual allocation share.,MR,1.65,18.92079027270303
fig05,(b) Largest individual allocation share.,MR,1.75,18.80321987211376
fig05,(b) Largest individual allocation share.,MR,1.85,18.39339292926795
fig05,(b) Largest individual allocation share.,MR,1.95,21.515514143197944
fig05,(b) Largest individual allocation share.,MR,2.0500000000000003,23.50484966411673
fig05,(b) Largest individual allocation share.,MR,2.15,22.92311901163136
fig05,(b) Largest individual allocation share.,MR,2.25,20.108149468928364
fig05,(b) Largest individual allocation share.,MR,2.35,18.98068210547522
fig05,(b) Largest individual allocation share.,MR,2.45,19.59610548033256
fig05,(b) Largest individual allocation share.,MR,2.5500000000000003,20.10622686271097
fig05,(b) Largest individual allocation share.,MR,2.6500000000000004,19.97334669838427
fig05,(b) Largest individual allocation share.,MR,2.75,19.221938281881517
fig05,(b) Largest individual allocation share.,MR,2.85,18.86740943344717
fig05,(b) Largest individual allocation share.,MR,2.95,19.12469931337856
fig05,(b) Largest individual allocation share.,MR,3.0500000000000003,19.365101440573135
fig05,(b) Largest individual allocation share.,MR,3.1500000000000004,20.124969370252387
fig05,(b) Largest individual allocation share.,MR,3.25,20.44989994282447
fig05,(b) Largest individual allocation share.,MR,3.35,25.24467565338481
fig05,(b) Largest individual allocation share.,MR,3.45,28.495128493182825
fig05,(b) Largest individual allocation share.,MR,3.5500000000000003,30.854027019534183
fig05,(b) Largest individual allocation share.,MR,3.65,29.47602476131797
fig05,(b) Largest individual allocation share.,MR,3.75,25.923919957132146
fig05,(b) Largest individual allocation share.,MR,3.85,26.46415540302797
fig05,(b) Largest individual allocation share.,MR,3.95,25.935707092061147
fig05,(b) Largest individual allocation share.,MR,4.05,29.95792665351741
fig05,(b) Largest individual allocation share.,MR,4.15,31.65691337608904
fig05,(b) Largest individual allocation share.,MR,4.25,32.92743818978811
fig05,(b) Largest individual allocation share.,MR,4.3500000000000005,33.07802577082375
fig05,(b) Largest individual allocation share.,MR,4.45,32.68743461050703
fig05,(b) Largest individual allocation share.,MR,4.55,32.187364729305074
fig05,(b) Largest individual allocation share.,MR,4.65,32.15019527197915
fig05,(b) Largest individual allocation share.,MR,4.75,30.954706940984817
fig05,(b) Largest individual allocation share.,MR,4.8500000000000005,31.716940555604666
fig05,(b) Largest individual allocation share.,MR,4.95,31.372221428724306
fig05,(b) Largest individual allocation share.,MR,5.050000000000001,32.16032346531494
fig05,(b) Largest individual allocation share.,MR,5.15,31.998298309873807
fig05,(b) Largest individual allocation share.,MR,5.25,31.314428710980167
fig05,(b) Largest individual allocation share.,MR,5.3500000000000005,32.47351727681169
fig05,(b) Largest individual allocation share.,MR,5.45,33.09707518899521
fig05,(b) Largest individual allocation share.,MR,5.550000000000001,34.32411231218845
fig05,(b) Largest individual allocation share.,MR,5.65,32.95034771200875
fig05,(b) Largest individual allocation share.,MR,5.75,32.15770792957757
fig05,(b) Largest individual allocation share.,MR,5.8500000000000005,30.458035389424754
fig05,(b) Largest individual allocation share.,MR,5.95,30.7475232600447
fig05,(b) Largest individual allocation share.,MR,6.050000000000001,28.206895865960675
fig05,(b) Largest individual allocation share.,MR,6.15,30.75395132622368
fig05,(b) Largest individual allocation share.,MR,6.25,29.889705250434872
fig05,(b) Largest individual allocation share.,MR,6.3500000000000005,29.95359268921977
fig05,(b) Largest individual allocation share.,MR,6.45,27.906431493389665
fig05,(b) Largest individual allocation share.,MR,6.550000000000001,30.315853788473596
fig05,(b) Largest individual allocation share.,MR,6.65,35.08268483478577
fig05,(b) Largest individual allocation share.,MR,6.75,37.94203156520707
fig05,(b) Largest individual allocation share.,MR,6.8500000000000005,38.10731132075472
fig05,(b) Largest individual allocation share.,MR,6.95,35.739201965929446
fig05,(b) Largest individual allocation share.,MR,7.050000000000001,31.294908706777694
fig05,(b) Largest individual allocation share.,MR,7.15,26.66833637973367
fig05,(b) Largest individual allocation share.,MR,7.25,24.40004636348976
fig05,(b) Largest individual allocation share.,MR,7.35,24.25314465408805
fig05,(b) Largest individual allocation share.,MR,7.45,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,7.550000000000001,24.253714721683554
fig05,(b) Largest individual allocation share.,MR,7.65,24.2438876776584
fig05,(b) Largest individual allocation share.,MR,7.75,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,7.85,24.24331761006289
fig05,(b) Largest individual allocation share.,MR,7.95,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,8.05,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,8.15,24.253714721683554
fig05,(b) Largest individual allocation share.,MR,8.25,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,8.35,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,8.450000000000001,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,8.55,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,8.65,24.2438876776584
fig05,(b) Largest individual allocation share.,MR,8.75,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,8.85,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,8.950000000000001,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,9.05,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,9.15,24.253714721683554
fig05,(b) Largest individual allocation share.,MR,9.25,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,9.35,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,9.45,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,9.55,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,9.65,24.2438876776584
fig05,(b) Largest individual allocation share.,MR,9.75,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,9.85,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,9.95,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,10.05,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,10.15,24.253714721683554
fig05,(b) Largest individual allocation share.,MR,10.25,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,10.35,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,10.45,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,10.55,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,10.65,24.2438876776584
fig05,(b) Largest individual allocation share.,MR,10.75,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,10.85,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,10.95,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,11.05,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,11.15,24.253714721683554
fig05,(b) Largest individual allocation share.,MR,11.25,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,11.35,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,11.45,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,11.55,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,11.65,24.2438876776584
fig05,(b) Largest individual allocation share.,MR,11.75,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,11.85,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,11.95,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,12.05,24.202910758232743
fig05,(b) Largest individual allocation share.,MR,12.15,24.253714721683554
fig05,(b) Largest individual allocation share.,MR,12.25,24.294121573513703
fig05,(b) Largest individual allocation share.,MR,12.35,24.6439643408093
fig05,(b) Largest individual allocation share.,MR,12.45,25.005896226415093
fig05,(b) Largest individual allocation share.,MR,12.55,25.41863207547169
fig05,(b) Largest individual allocation share.,MR,12.65,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,12.75,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,12.85,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,12.95,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,13.05,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,13.15,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,13.25,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,13.35,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,13.45,25.471698113207548
fig05,(b) Largest individual allocation share.,MR,13.55,25.471698113207548
