bandwidth_mhz,scheduler,metric,mean,CI95_low,CI95_high,CI95,n
10,RR,aggregate_throughput_mbps,8.860218847,8.364278734812375,9.356158959187626,0.4959401121876248,100
10,RR,rbg_based_jain_index,0.9881832279054314,0.9881285585712374,0.9882378972396255,5.466933419408309e-05,100
10,PF,aggregate_throughput_mbps,10.727558032,10.36038923205706,11.094726831942939,0.3671687999429393,100
10,PF,rbg_based_jain_index,0.6779933472071,0.6638652984936912,0.6921213959205088,0.0141280487134088,100
10,MR,aggregate_throughput_mbps,28.570236524050003,27.889266614821928,29.251206433278078,0.6809699092280748,100
10,MR,rbg_based_jain_index,0.4431734831237177,0.4244710881692736,0.4618758780781618,0.0187023949544441,100
10,IA-FMR,aggregate_throughput_mbps,19.196274237,18.305848392476765,20.086700081523237,0.8904258445232367,100
10,IA-FMR,rbg_based_jain_index,0.7984917140191524,0.7888423136368019,0.8081411144015029,0.0096494003823505,100
15,RR,aggregate_throughput_mbps,16.324707237,15.34330943676558,17.306105037234417,0.9813978002344192,100
15,RR,rbg_based_jain_index,0.9876543209876548,0.9876543209876548,0.9876543209876548,1.565378276075062e-17,100
15,PF,aggregate_throughput_mbps,17.225097291,16.464940284609796,17.985254297390206,0.7601570063902052,100
15,PF,rbg_based_jain_index,0.6452442969488033,0.6300600141115722,0.6604285797860343,0.015184282837231,100
15,MR,aggregate_throughput_mbps,51.04668704693,50.0375057430932,52.05586835076681,1.0091813038368052,100
15,MR,rbg_based_jain_index,0.5023474373664,0.4843216044970784,0.5203732702357216,0.0180258328693216,100
15,IA-FMR,aggregate_throughput_mbps,26.770470292,25.236736112690945,28.304204471309053,1.533734179309054,100
15,IA-FMR,rbg_based_jain_index,0.9769450594942846,0.9767086859391478,0.9771814330494213,0.0002363735551367,100
20,RR,aggregate_throughput_mbps,19.179409627,17.85953407366182,20.499285180338177,1.3198755533381796,100
20,RR,rbg_based_jain_index,0.9971600993965208,0.9971600993965208,0.9971600993965208,1.4346928882706905e-17,100
20,PF,aggregate_throughput_mbps,21.09683387,20.070087329779792,22.12358041022021,1.0267465402202078,100
20,PF,rbg_based_jain_index,0.6163927301644556,0.6026878568777971,0.6300976034511141,0.0137048732866585,100
20,MR,aggregate_throughput_mbps,79.00997985192,77.84464522961255,80.17531447422743,1.1653346223074463,100
20,MR,rbg_based_jain_index,0.4619976265737077,0.441697785634414,0.4822974675130014,0.0202998409392937,100
20,IA-FMR,aggregate_throughput_mbps,37.79191972,35.3696494055937,40.21419003440631,2.422270314406304,100
20,IA-FMR,rbg_based_jain_index,0.9819596077348683,0.9813248057810585,0.9825944096886782,0.0006348019538098,100
25,RR,aggregate_throughput_mbps,31.30338478,28.564497359086637,34.04227220091336,2.7388874209133616,100
25,RR,rbg_based_jain_index,0.9958847736625512,0.9958847736625512,0.9958847736625512,1.4684549872375404e-17,100
25,PF,aggregate_throughput_mbps,26.10732325,24.775863692608105,27.438782807391895,1.331459557391895,100
25,PF,rbg_based_jain_index,0.5960165366815785,0.5828922404647938,0.6091408328983632,0.0131242962167847,100
25,MR,aggregate_throughput_mbps,101.76692015114,99.64137885950153,103.89246144277847,2.125541291638476,100
25,MR,rbg_based_jain_index,0.4279376608738684,0.4069525826672753,0.44892273908046154,0.0209850782065931,100
25,IA-FMR,aggregate_throughput_mbps,51.540358503,48.54145762783132,54.53925937816868,2.9989008751686828,100
25,IA-FMR,rbg_based_jain_index,0.9930964952905064,0.9927493033554788,0.9934436872255339,0.0003471919350275,100
30,RR,aggregate_throughput_mbps,35.79570176,33.46643691130591,38.12496660869409,2.329264848694087,100
30,RR,rbg_based_jain_index,0.9987515605493136,0.9987515605493136,0.9987515605493136,1.4346928882706905e-17,100
30,PF,aggregate_throughput_mbps,30.61255071,29.02304989623029,32.20205152376971,1.5895008137697095,100
30,PF,rbg_based_jain_index,0.5852588684323721,0.5734281919896846,0.5970895448750595,0.0118306764426874,100
30,MR,aggregate_throughput_mbps,116.35542694141,112.88586925401302,119.82498462880699,3.4695576873969856,100
30,MR,rbg_based_jain_index,0.4039064968627388,0.3847808673187518,0.4230321264067258,0.019125629543987,100
30,IA-FMR,aggregate_throughput_mbps,67.4278695,63.571189775988934,71.28454922401106,3.856679724011064,100
30,IA-FMR,rbg_based_jain_index,0.9929382932652654,0.9927968645848058,0.993079721945725,0.0001414286804596,100
40,RR,aggregate_throughput_mbps,50.93086767,46.04294120900924,55.81879413099075,4.887926460990756,100
40,RR,rbg_based_jain_index,0.9987555555555558,0.9987555555555558,0.9987555555555558,2.1690517657812706e-17,100
40,PF,aggregate_throughput_mbps,34.35815026,32.56237985149713,36.15392066850288,1.7957704085028725,100
40,PF,rbg_based_jain_index,0.5926111803700371,0.5807490144371377,0.6044733463029366,0.0118621659328995,100
40,MR,aggregate_throughput_mbps,120.40204485527,115.22256364139409,125.58152606914592,5.179481213875922,100
40,MR,rbg_based_jain_index,0.3710891772405696,0.35386221584114014,0.3883161386399991,0.0172269613994295,100
40,IA-FMR,aggregate_throughput_mbps,97.53219851999998,91.57146397956346,103.4929330604365,5.960734540436514,100
40,IA-FMR,rbg_based_jain_index,0.994299503054804,0.9939871544656786,0.9946118516439293,0.0003123485891253,100
50,RR,aggregate_throughput_mbps,62.23500147,55.20033829996651,69.26966464003348,7.034663170033487,100
50,RR,rbg_based_jain_index,0.9989060795636908,0.9987009188501768,0.9991112402772049,0.0002051607135141,100
50,PF,aggregate_throughput_mbps,39.718443762,37.293203654367495,42.143683869632504,2.425240107632505,100
50,PF,rbg_based_jain_index,0.5896747492102761,0.5758776940854735,0.6034718043350786,0.0137970551248026,100
50,MR,aggregate_throughput_mbps,115.60467840108998,110.25935177596155,120.95000502621842,5.34532662512843,100
50,MR,rbg_based_jain_index,0.3493698679936136,0.3333083223810356,0.3654314136061916,0.016061545612578,100
50,IA-FMR,aggregate_throughput_mbps,93.97519341,83.18793385372727,104.76245296627273,10.78725955627273,100
50,IA-FMR,rbg_based_jain_index,0.9906668790930208,0.9895627425839841,0.9917710156020574,0.0011041365090366,100
60,RR,aggregate_throughput_mbps,51.85843955,45.10026542122806,58.61661367877194,6.758174128771941,100
60,RR,rbg_based_jain_index,0.9985790094755248,0.9980103772164816,0.999147641734568,0.0005686322590432,100
60,PF,aggregate_throughput_mbps,43.98102135999999,41.197918124878605,46.76412459512138,2.783103235121388,100
60,PF,rbg_based_jain_index,0.5848479599101897,0.571221784507998,0.5984741353123814,0.0136261754021917,100
60,MR,aggregate_throughput_mbps,114.98745450674,110.23751009221729,119.7373989212627,4.749944414522703,100
60,MR,rbg_based_jain_index,0.3544307918256625,0.3430039320635992,0.3658576515877258,0.0114268597620633,100
60,IA-FMR,aggregate_throughput_mbps,92.0360389,80.55975208173498,103.512325718265,11.476286818265011,100
60,IA-FMR,rbg_based_jain_index,0.9921548546873952,0.9911000177761987,0.9932096915985916,0.0010548369111965,100
70,RR,aggregate_throughput_mbps,58.34812793,49.4939161490135,67.2023397109865,8.854211780986494,100
70,RR,rbg_based_jain_index,0.9988081809989092,0.9983227460258469,0.9992936159719715,0.0004854349730623,100
70,PF,aggregate_throughput_mbps,45.54943274,42.844928916779686,48.253936563220314,2.704503823220316,100
70,PF,rbg_based_jain_index,0.5712613477213911,0.558423051791054,0.5840996436517283,0.0128382959303371,100
70,MR,aggregate_throughput_mbps,112.82303366414,107.58085984752373,118.06520748075627,5.242173816616267,100
70,MR,rbg_based_jain_index,0.3517001227879604,0.34087692946813675,0.3625233161077841,0.0108231933198237,100
