UEs,aggregate_throughput_mbps,per_flow_tp_p5_mbps,served_ues_per_slot,pending_demand_without_allocation_pct,loss_pct,mean_delay_ms,rbg_jain_index
3,101.72420729999996,8.476781899999999,2.9599027564216738,0.0,12.514312416666666,782.9843649999998,0.9765626005803486
5,149.75163179999998,6.448823725000002,4.972205165380398,0.0,22.72558145,1708.402821,0.9726775902682628
7,127.38582390000002,2.465775313,6.9372339716055045,0.0,53.04765832142857,3808.773885714285,0.9731165982383227
9,97.53219851999998,1.2254073225,9.0,0.0,72.03983994444444,4321.0645583333335,0.994299503054804
